problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Car Pooling,../data/formatted/buggy_codes_GPT/Car Pooling.java,../data/formatted/correct_codes/Car Pooling.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Car Pooling.java,Car Pooling,,,,,0.8656963405859117,0.5720903967010702,-0.2936059438848415
Cheapest Flights Within K Stops,../data/formatted/buggy_codes_GPT/Cheapest Flights Within K Stops.java,../data/formatted/correct_codes/Cheapest Flights Within K Stops.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Cheapest Flights Within K Stops.java,Cheapest Flights Within K Stops,,,,,0.9498714107795283,0.8944048713399615,-0.05546653943956681
Check if Every Row and Column Contains All Numbers,../data/formatted/buggy_codes_GPT/Check if Every Row and Column Contains All Numbers.java,../data/formatted/correct_codes/Check if Every Row and Column Contains All Numbers.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Check if Every Row and Column Contains All Numbers.java,Check if Every Row and Column Contains All Numbers,,,,,0.8769249851456085,0.2663877284287975,-0.610537256716811
Check If It Is a Good Array,../data/formatted/buggy_codes_GPT/Check If It Is a Good Array.java,../data/formatted/correct_codes/Check If It Is a Good Array.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Check If It Is a Good Array.java,Check If It Is a Good Array,,,,,0.9009199533802,0.9130818311378035,0.012161877757603468
Check If N and Its Double Exist,../data/formatted/buggy_codes_GPT/Check If N and Its Double Exist.java,../data/formatted/correct_codes/Check If N and Its Double Exist.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Check If N and Its Double Exist.java,Check If N and Its Double Exist,,,,,0.8458344883115123,0.8381315567173683,-0.007702931594144036
Check if Number is a Sum of Powers of Three,../data/formatted/buggy_codes_GPT/Check if Number is a Sum of Powers of Three.java,../data/formatted/correct_codes/Check if Number is a Sum of Powers of Three.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Check if Number is a Sum of Powers of Three.java,Check if Number is a Sum of Powers of Three,,,,,0.917090538156579,0.9375350119127044,0.020444473756125348
Check If String Is Transformable With Substring Sort Operations,../data/formatted/buggy_codes_GPT/Check If String Is Transformable With Substring Sort Operations.java,../data/formatted/correct_codes/Check If String Is Transformable With Substring Sort Operations.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Check If String Is Transformable With Substring Sort Operations.java,Check If String Is Transformable With Substring Sort Operations,,,,,0.8847937561181247,0.04018026785139146,-0.8446134882667332
Climbing Stairs,../data/formatted/buggy_codes_GPT/Climbing Stairs.java,../data/formatted/correct_codes/Climbing Stairs.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Climbing Stairs.java,Climbing Stairs,,,,,0.8852102224869502,0.9170677736733224,0.031857551186372124
Combinations,../data/formatted/buggy_codes_GPT/Combinations.java,../data/formatted/correct_codes/Combinations.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Combinations.java,Combinations,,,,,0.02910350464155661,0.5048408143317551,0.4757373096901985
Concatenation of Consecutive Binary Numbers,../data/formatted/buggy_codes_GPT/Concatenation of Consecutive Binary Numbers.java,../data/formatted/correct_codes/Concatenation of Consecutive Binary Numbers.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Concatenation of Consecutive Binary Numbers.java,Concatenation of Consecutive Binary Numbers,,,,,0.7556798987235283,0.7556798987235283,0.0
Construct Binary Tree from Inorder and Postorder Traversal,../data/formatted/buggy_codes_GPT/Construct Binary Tree from Inorder and Postorder Traversal.java,../data/formatted/correct_codes/Construct Binary Tree from Inorder and Postorder Traversal.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Construct Binary Tree from Inorder and Postorder Traversal.java,Construct Binary Tree from Inorder and Postorder Traversal,,,,,0.32845818883177724,0.12277256605396078,-0.20568562277781646
Count All Valid Pickup and Delivery Options,../data/formatted/buggy_codes_GPT/Count All Valid Pickup and Delivery Options.java,../data/formatted/correct_codes/Count All Valid Pickup and Delivery Options.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count All Valid Pickup and Delivery Options.java,Count All Valid Pickup and Delivery Options,,,,,0.9142870394935685,0.7873900847414026,-0.1268969547521659
Count and Say,../data/formatted/buggy_codes_GPT/Count and Say.java,../data/formatted/correct_codes/Count and Say.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count and Say.java,Count and Say,,,,,0.7316237180154934,0.13654914647385313,-0.5950745715416403
Count Collisions on a Road,../data/formatted/buggy_codes_GPT/Count Collisions on a Road.java,../data/formatted/correct_codes/Count Collisions on a Road.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Collisions on a Road.java,Count Collisions on a Road,,,,,0.7614631116699897,0.7614631116699897,0.0
Count Fertile Pyramids in a Land,../data/formatted/buggy_codes_GPT/Count Fertile Pyramids in a Land.java,../data/formatted/correct_codes/Count Fertile Pyramids in a Land.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Fertile Pyramids in a Land.java,Count Fertile Pyramids in a Land,,,,,0.9352891444335661,0.816542974832995,-0.11874616960057116
Count Good Meals,../data/formatted/buggy_codes_GPT/Count Good Meals.java,../data/formatted/correct_codes/Count Good Meals.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Good Meals.java,Count Good Meals,,,,,0.8841442097431053,0.8992626939083557,0.015118484165250412
Count Good Numbers,../data/formatted/buggy_codes_GPT/Count Good Numbers.java,../data/formatted/correct_codes/Count Good Numbers.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Good Numbers.java,Count Good Numbers,,,,,0.8440185155855731,0.7143904160774869,-0.12962809950808618
Count Hills and Valleys in an Array,../data/formatted/buggy_codes_GPT/Count Hills and Valleys in an Array.java,../data/formatted/correct_codes/Count Hills and Valleys in an Array.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Hills and Valleys in an Array.java,Count Hills and Valleys in an Array,,,,,0.8929418111865216,0.9230467820239834,0.030104970837461775
Count Number of Maximum BitwiseOR Subsets,../data/formatted/buggy_codes_GPT/Count Number of Maximum BitwiseOR Subsets.java,../data/formatted/correct_codes/Count Number of Maximum BitwiseOR Subsets.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Number of Maximum BitwiseOR Subsets.java,Count Number of Maximum BitwiseOR Subsets,,,,,0.8702653306675606,0.702136044641728,-0.16812928602583266
Count Number of Special Subsequences,../data/formatted/buggy_codes_GPT/Count Number of Special Subsequences.java,../data/formatted/correct_codes/Count Number of Special Subsequences.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Number of Special Subsequences.java,Count Number of Special Subsequences,,,,,0.9642447667842157,0.955450504177241,-0.00879426260697469
Count of Range Sum,../data/formatted/buggy_codes_GPT/Count of Range Sum.java,../data/formatted/correct_codes/Count of Range Sum.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count of Range Sum.java,Count of Range Sum,,,,,0.9460902361920828,0.08908982451126626,-0.8570004116808165
Count Primes,../data/formatted/buggy_codes_GPT/Count Primes.java,../data/formatted/correct_codes/Count Primes.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Primes.java,Count Primes,,,,,0.8749329798366456,0.9101099853608563,0.03517700552421066
Count Subarrays With Median K,../data/formatted/buggy_codes_GPT/Count Subarrays With Median K.java,../data/formatted/correct_codes/Count Subarrays With Median K.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Count Subarrays With Median K.java,Count Subarrays With Median K,,,,,0.9131681449389659,0.9131681449389659,0.0
Cousins in Binary Tree,../data/formatted/buggy_codes_GPT/Cousins in Binary Tree.java,../data/formatted/correct_codes/Cousins in Binary Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Cousins in Binary Tree.java,Cousins in Binary Tree,,,,,0.911368363007739,0.8289434498040875,-0.08242491320365153
Cracking the Safe,../data/formatted/buggy_codes_GPT/Cracking the Safe.java,../data/formatted/correct_codes/Cracking the Safe.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Cracking the Safe.java,Cracking the Safe,,,,,0.9025839652002835,0.0012641501148722345,-0.9013198150854113
Create Sorted Array through Instructions,../data/formatted/buggy_codes_GPT/Create Sorted Array through Instructions.java,../data/formatted/correct_codes/Create Sorted Array through Instructions.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Create Sorted Array through Instructions.java,Create Sorted Array through Instructions,,,,,0.9139713420280218,0.34411444589923124,-0.5698568961287905
Cut Off Trees for Golf Event,../data/formatted/buggy_codes_GPT/Cut Off Trees for Golf Event.java,../data/formatted/correct_codes/Cut Off Trees for Golf Event.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Cut Off Trees for Golf Event.java,Cut Off Trees for Golf Event,,,,,0.9567796987536051,0.4675420006610036,-0.48923769809260154
Decode XORed Permutation,../data/formatted/buggy_codes_GPT/Decode XORed Permutation.java,../data/formatted/correct_codes/Decode XORed Permutation.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Decode XORed Permutation.java,Decode XORed Permutation,,,,,0.9329309021548422,0.6760688379629922,-0.25686206419185
Delete and Earn,../data/formatted/buggy_codes_GPT/Delete and Earn.java,../data/formatted/correct_codes/Delete and Earn.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Delete and Earn.java,Delete and Earn,,,,,0.9078103175347437,0.2950557815421654,-0.6127545359925783
Design a Food Rating System,../data/formatted/buggy_codes_GPT/Design a Food Rating System.java,../data/formatted/correct_codes/Design a Food Rating System.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Design a Food Rating System.java,Design a Food Rating System,,,,,0.8985696774603293,0.5199711237226756,-0.3785985537376537
Design Add and Search Words Data Structure,../data/formatted/buggy_codes_GPT/Design Add and Search Words Data Structure.java,../data/formatted/correct_codes/Design Add and Search Words Data Structure.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Design Add and Search Words Data Structure.java,Design Add and Search Words Data Structure,,,,,0.6846575912266087,0.6560449319386465,-0.028612659287962194
Design Linked List,../data/formatted/buggy_codes_GPT/Design Linked List.java,../data/formatted/correct_codes/Design Linked List.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Design Linked List.java,Design Linked List,,,,,0.7935434869046367,0.6882938160824481,-0.10524967082218861
Design Skiplist,../data/formatted/buggy_codes_GPT/Design Skiplist.java,../data/formatted/correct_codes/Design Skiplist.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Design Skiplist.java,Design Skiplist,,,,,0.031511652807502226,0.12526722766425297,0.09375557485675073
DI String Match,../data/formatted/buggy_codes_GPT/DI String Match.java,../data/formatted/correct_codes/DI String Match.java,../data/formatted/debugged_GPTBuggyCodes_0_c/DI String Match.java,DI String Match,,,,,0.8988333353140701,0.0,-0.8988333353140701
Display Table of Food Orders in a Restaurant,../data/formatted/buggy_codes_GPT/Display Table of Food Orders in a Restaurant.java,../data/formatted/correct_codes/Display Table of Food Orders in a Restaurant.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Display Table of Food Orders in a Restaurant.java,Display Table of Food Orders in a Restaurant,,,,,0.8857816750958428,0.8635637995199613,-0.022217875575881507
Distinct Subsequences II,../data/formatted/buggy_codes_GPT/Distinct Subsequences II.java,../data/formatted/correct_codes/Distinct Subsequences II.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Distinct Subsequences II.java,Distinct Subsequences II,,,,,0.9602111756436318,0.9694424204020602,0.009231244758428403
Divide a String Into Groups of Size k,../data/formatted/buggy_codes_GPT/Divide a String Into Groups of Size k.java,../data/formatted/correct_codes/Divide a String Into Groups of Size k.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Divide a String Into Groups of Size k.java,Divide a String Into Groups of Size k,,,,,0.9213715331893124,0.0,-0.9213715331893124
Employee Importance,../data/formatted/buggy_codes_GPT/Employee Importance.java,../data/formatted/correct_codes/Employee Importance.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Employee Importance.java,Employee Importance,,,,,0.8877120894839065,0.9119002419852827,0.024188152501376292
Escape the Spreading Fire,../data/formatted/buggy_codes_GPT/Escape the Spreading Fire.java,../data/formatted/correct_codes/Escape the Spreading Fire.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Escape the Spreading Fire.java,Escape the Spreading Fire,,,,,0.8843091574735595,0.353483197987959,-0.5308259594856005
Evaluate Division,../data/formatted/buggy_codes_GPT/Evaluate Division.java,../data/formatted/correct_codes/Evaluate Division.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Evaluate Division.java,Evaluate Division,,,,,0.9201930557363913,0.10097277952834084,-0.8192202762080505
Find a Corresponding Node of a Binary Tree in a Clone of That Tree,../data/formatted/buggy_codes_GPT/Find a Corresponding Node of a Binary Tree in a Clone of That Tree.java,../data/formatted/correct_codes/Find a Corresponding Node of a Binary Tree in a Clone of That Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find a Corresponding Node of a Binary Tree in a Clone of That Tree.java,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,,,,,0.007933369601765767,0.8454825996530766,0.8375492300513109
Find All People With Secret,../data/formatted/buggy_codes_GPT/Find All People With Secret.java,../data/formatted/correct_codes/Find All People With Secret.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find All People With Secret.java,Find All People With Secret,,,,,0.9174949744775001,0.5835402998101205,-0.3339546746673796
Find Duplicate Subtrees,../data/formatted/buggy_codes_GPT/Find Duplicate Subtrees.java,../data/formatted/correct_codes/Find Duplicate Subtrees.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find Duplicate Subtrees.java,Find Duplicate Subtrees,,,,,0.011904761904761904,0.05074318576761587,0.038838423862853966
Find Elements in a Contaminated Binary Tree,../data/formatted/buggy_codes_GPT/Find Elements in a Contaminated Binary Tree.java,../data/formatted/correct_codes/Find Elements in a Contaminated Binary Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find Elements in a Contaminated Binary Tree.java,Find Elements in a Contaminated Binary Tree,,,,,0.8966818113677018,0.8762436491796394,-0.02043816218806238
Find in Mountain Array,../data/formatted/buggy_codes_GPT/Find in Mountain Array.java,../data/formatted/correct_codes/Find in Mountain Array.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find in Mountain Array.java,Find in Mountain Array,,,,,0.9290174750659681,0.82418055643846,-0.1048369186275081
Find Latest Group of Size M,../data/formatted/buggy_codes_GPT/Find Latest Group of Size M.java,../data/formatted/correct_codes/Find Latest Group of Size M.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find Latest Group of Size M.java,Find Latest Group of Size M,,,,,0.907895486374851,0.051624802338683023,-0.8562706840361679
Find the Closest Palindrome,../data/formatted/buggy_codes_GPT/Find the Closest Palindrome.java,../data/formatted/correct_codes/Find the Closest Palindrome.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find the Closest Palindrome.java,Find the Closest Palindrome,,,,,0.9426609803996856,0.5263796864786394,-0.4162812939210462
Find the Difference,../data/formatted/buggy_codes_GPT/Find the Difference.java,../data/formatted/correct_codes/Find the Difference.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find the Difference.java,Find the Difference,,,,,0.9062575293469866,0.940094017318318,0.03383648797133143
Find the Shortest Superstring,../data/formatted/buggy_codes_GPT/Find the Shortest Superstring.java,../data/formatted/correct_codes/Find the Shortest Superstring.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find the Shortest Superstring.java,Find the Shortest Superstring,,,,,0.9506531894519401,0.8005515104376006,-0.15010167901433946
Find the Value of the Partition,../data/formatted/buggy_codes_GPT/Find the Value of the Partition.java,../data/formatted/correct_codes/Find the Value of the Partition.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find the Value of the Partition.java,Find the Value of the Partition,,,,,0.8553451324170175,0.933669390830353,0.07832425841333557
Find XOR Sum of All Pairs Bitwise AND,../data/formatted/buggy_codes_GPT/Find XOR Sum of All Pairs Bitwise AND.java,../data/formatted/correct_codes/Find XOR Sum of All Pairs Bitwise AND.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Find XOR Sum of All Pairs Bitwise AND.java,Find XOR Sum of All Pairs Bitwise AND,,,,,0.8711218547048385,0.3025507534774198,-0.5685711012274187
Finding the Users Active Minutes,../data/formatted/buggy_codes_GPT/Finding the Users Active Minutes.java,../data/formatted/correct_codes/Finding the Users Active Minutes.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Finding the Users Active Minutes.java,Finding the Users Active Minutes,,,,,0.8763915608379945,0.8172521906783,-0.059139370159694504
Flower Planting With No Adjacent,../data/formatted/buggy_codes_GPT/Flower Planting With No Adjacent.java,../data/formatted/correct_codes/Flower Planting With No Adjacent.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Flower Planting With No Adjacent.java,Flower Planting With No Adjacent,,,,,0.9306926728588777,0.6077535813771958,-0.3229390914816819
Four Divisors,../data/formatted/buggy_codes_GPT/Four Divisors.java,../data/formatted/correct_codes/Four Divisors.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Four Divisors.java,Four Divisors,,,,,0.862224330644187,0.9025108208158776,0.040286490171690614
Fraction Addition and Subtraction,../data/formatted/buggy_codes_GPT/Fraction Addition and Subtraction.java,../data/formatted/correct_codes/Fraction Addition and Subtraction.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Fraction Addition and Subtraction.java,Fraction Addition and Subtraction,,,,,0.9374838491773005,0.6306267210491406,-0.3068571281281599
Game of Life,../data/formatted/buggy_codes_GPT/Game of Life.java,../data/formatted/correct_codes/Game of Life.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Game of Life.java,Game of Life,,,,,0.47407979878743745,0.5097075360777639,0.03562773729032642
Get Biggest Three Rhombus Sums in a Grid,../data/formatted/buggy_codes_GPT/Get Biggest Three Rhombus Sums in a Grid.java,../data/formatted/correct_codes/Get Biggest Three Rhombus Sums in a Grid.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Get Biggest Three Rhombus Sums in a Grid.java,Get Biggest Three Rhombus Sums in a Grid,,,,,0.9400559157019256,0.0033879311482422304,-0.9366679845536834
Get the Maximum Score,../data/formatted/buggy_codes_GPT/Get the Maximum Score.java,../data/formatted/correct_codes/Get the Maximum Score.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Get the Maximum Score.java,Get the Maximum Score,,,,,0.9181356883910959,0.9111907960351319,-0.006944892355964072
Greatest English Letter in Upper and Lower Case,../data/formatted/buggy_codes_GPT/Greatest English Letter in Upper and Lower Case.java,../data/formatted/correct_codes/Greatest English Letter in Upper and Lower Case.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Greatest English Letter in Upper and Lower Case.java,Greatest English Letter in Upper and Lower Case,,,,,0.8909181088118621,0.410883195907649,-0.4800349129042131
Guess Number Higher or Lower,../data/formatted/buggy_codes_GPT/Guess Number Higher or Lower.java,../data/formatted/correct_codes/Guess Number Higher or Lower.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Guess Number Higher or Lower.java,Guess Number Higher or Lower,,,,,0.8863658306178158,0.9378405273665902,0.05147469674877436
H-Index,../data/formatted/buggy_codes_GPT/H-Index.java,../data/formatted/correct_codes/H-Index.java,../data/formatted/debugged_GPTBuggyCodes_0_c/H-Index.java,H-Index,,,,,0.8620800227247292,0.9045860158436486,0.04250599311891945
House Robber II,../data/formatted/buggy_codes_GPT/House Robber II.java,../data/formatted/correct_codes/House Robber II.java,../data/formatted/debugged_GPTBuggyCodes_0_c/House Robber II.java,House Robber II,,,,,0.9209218557365415,0.78616077542846,-0.13476108030808154
Insert Delete GetRandom O(1) - Duplicates allowed,../data/formatted/buggy_codes_GPT/Insert Delete GetRandom O(1) - Duplicates allowed.java,../data/formatted/correct_codes/Insert Delete GetRandom O(1) - Duplicates allowed.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Insert Delete GetRandom O(1) - Duplicates allowed.java,Insert Delete GetRandom O(1) - Duplicates allowed,,,,,0.8581873875396799,0.5665672689991923,-0.29162011854048764
Insert into a Binary Search Tree,../data/formatted/buggy_codes_GPT/Insert into a Binary Search Tree.java,../data/formatted/correct_codes/Insert into a Binary Search Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Insert into a Binary Search Tree.java,Insert into a Binary Search Tree,,,,,0.8193943838100491,0.2155735008865095,-0.6038208829235396
Intersection of Two Arrays II,../data/formatted/buggy_codes_GPT/Intersection of Two Arrays II.java,../data/formatted/correct_codes/Intersection of Two Arrays II.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Intersection of Two Arrays II.java,Intersection of Two Arrays II,,,,,0.878641632425406,0.897679273167437,0.01903764074203096
Island Perimeter,../data/formatted/buggy_codes_GPT/Island Perimeter.java,../data/formatted/correct_codes/Island Perimeter.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Island Perimeter.java,Island Perimeter,,,,,0.7860688081354069,0.7767342050464615,-0.009334603088945403
K-diff Pairs in an Array,../data/formatted/buggy_codes_GPT/K-diff Pairs in an Array.java,../data/formatted/correct_codes/K-diff Pairs in an Array.java,../data/formatted/debugged_GPTBuggyCodes_0_c/K-diff Pairs in an Array.java,K-diff Pairs in an Array,,,,,0.8970086478231005,0.8399539341949299,-0.057054713628170606
Kids With the Greatest Number of Candies,../data/formatted/buggy_codes_GPT/Kids With the Greatest Number of Candies.java,../data/formatted/correct_codes/Kids With the Greatest Number of Candies.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Kids With the Greatest Number of Candies.java,Kids With the Greatest Number of Candies,,,,,0.8914882546695847,0.8653461923707362,-0.026142062298848523
Koko Eating Bananas,../data/formatted/buggy_codes_GPT/Koko Eating Bananas.java,../data/formatted/correct_codes/Koko Eating Bananas.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Koko Eating Bananas.java,Koko Eating Bananas,,,,,0.9462829214066708,0.06041666666666667,-0.8858662547400041
Kth Ancestor of a Tree Node,../data/formatted/buggy_codes_GPT/Kth Ancestor of a Tree Node.java,../data/formatted/correct_codes/Kth Ancestor of a Tree Node.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Kth Ancestor of a Tree Node.java,Kth Ancestor of a Tree Node,,,,,0.8926045460202079,0.004533227335393025,-0.8880713186848148
Largest Component Size by Common Factor,../data/formatted/buggy_codes_GPT/Largest Component Size by Common Factor.java,../data/formatted/correct_codes/Largest Component Size by Common Factor.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Largest Component Size by Common Factor.java,Largest Component Size by Common Factor,,,,,0.8972087437136125,0.0004854418089195292,-0.896723301904693
Largest Merge Of Two Strings,../data/formatted/buggy_codes_GPT/Largest Merge Of Two Strings.java,../data/formatted/correct_codes/Largest Merge Of Two Strings.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Largest Merge Of Two Strings.java,Largest Merge Of Two Strings,,,,,0.4886282000539217,0.6495775323221196,0.16094933226819785
Latest Time by Replacing Hidden Digits,../data/formatted/buggy_codes_GPT/Latest Time by Replacing Hidden Digits.java,../data/formatted/correct_codes/Latest Time by Replacing Hidden Digits.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Latest Time by Replacing Hidden Digits.java,Latest Time by Replacing Hidden Digits,,,,,0.9313474103215393,0.953105886922269,0.021758476600729715
Length of Last Word,../data/formatted/buggy_codes_GPT/Length of Last Word.java,../data/formatted/correct_codes/Length of Last Word.java,../data/formatted/debugged_GPTBuggyCodes_0_c/Length of Last Word.java,Length of Last Word,,,,,0.8728897111084455,0.7482515043544157,-0.12463820675402981
