problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Alert Using Same Key-Card Three or More Times in a One Hour Period_character,../data/formatted/buggy_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,../data/formatted/correct_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period.java,../data/formatted/debugged_codes_f_n/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,character,,,,,0.9228311230874489,0.9058545112488535,-0.016976611838595335
All Divisions With the Highest Score of a Binary Array_index,../data/formatted/buggy_codes/All Divisions With the Highest Score of a Binary Array_index.java,../data/formatted/correct_codes/All Divisions With the Highest Score of a Binary Array.java,../data/formatted/debugged_codes_f_n/All Divisions With the Highest Score of a Binary Array_index.java,index,,,,,0.8940458890501285,0.951694318046636,0.05764842899650746
All Elements in Two Binary Search Trees_value,../data/formatted/buggy_codes/All Elements in Two Binary Search Trees_value.java,../data/formatted/correct_codes/All Elements in Two Binary Search Trees.java,../data/formatted/debugged_codes_f_n/All Elements in Two Binary Search Trees_value.java,value,,,,,0.8893018448463588,0.8937086698705914,0.004406825024232619
All Nodes Distance K in Binary Tree_condition,../data/formatted/buggy_codes/All Nodes Distance K in Binary Tree_condition.java,../data/formatted/correct_codes/All Nodes Distance K in Binary Tree.java,../data/formatted/debugged_codes_f_n/All Nodes Distance K in Binary Tree_condition.java,condition,,,,,0.8705733817566903,0.8316126713130023,-0.038960710443687985
All O`one Data Structure_nobug,../data/formatted/buggy_codes/All O`one Data Structure_nobug.java,../data/formatted/correct_codes/All O`one Data Structure.java,../data/formatted/debugged_codes_f_n/All O`one Data Structure_nobug.java,nobug,,,,,0.8487622909025334,0.46883822567730676,-0.37992406522522665
All Paths From Source to Target_index,../data/formatted/buggy_codes/All Paths From Source to Target_index.java,../data/formatted/correct_codes/All Paths From Source to Target.java,../data/formatted/debugged_codes_f_n/All Paths From Source to Target_index.java,index,,,,,0.9084611443485348,0.09090331558840098,-0.8175578287601337
All Possible Full Binary Trees_index,../data/formatted/buggy_codes/All Possible Full Binary Trees_index.java,../data/formatted/correct_codes/All Possible Full Binary Trees.java,../data/formatted/debugged_codes_f_n/All Possible Full Binary Trees_index.java,index,,,,,0.9090432864281486,0.9246094736622328,0.015566187234084206
Allocate Mailboxes_operation,../data/formatted/buggy_codes/Allocate Mailboxes_operation.java,../data/formatted/correct_codes/Allocate Mailboxes.java,../data/formatted/debugged_codes_f_n/Allocate Mailboxes_operation.java,operation,,,,,0.9312097483090659,0.9244550712953208,-0.006754677013745103
Alphabet Board Path_condition,../data/formatted/buggy_codes/Alphabet Board Path_condition.java,../data/formatted/correct_codes/Alphabet Board Path.java,../data/formatted/debugged_codes_f_n/Alphabet Board Path_condition.java,condition,,,,,0.8581084717833849,0.838859859147748,-0.01924861263563693
Ambiguous Coordinates_nobug,../data/formatted/buggy_codes/Ambiguous Coordinates_nobug.java,../data/formatted/correct_codes/Ambiguous Coordinates.java,../data/formatted/debugged_codes_f_n/Ambiguous Coordinates_nobug.java,nobug,,,,,0.9127603618400182,0.8925631198142808,-0.02019724202573736
Angle Between Hands of a Clock_value,../data/formatted/buggy_codes/Angle Between Hands of a Clock_value.java,../data/formatted/correct_codes/Angle Between Hands of a Clock.java,../data/formatted/debugged_codes_f_n/Angle Between Hands of a Clock_value.java,value,,,,,0.9197792431654205,0.9604378600330922,0.04065861686767169
Apply Bitwise Operations to Make Strings Equal_value,../data/formatted/buggy_codes/Apply Bitwise Operations to Make Strings Equal_value.java,../data/formatted/correct_codes/Apply Bitwise Operations to Make Strings Equal.java,../data/formatted/debugged_codes_f_n/Apply Bitwise Operations to Make Strings Equal_value.java,value,,,,,0.8456277344776636,0.3221043382107151,-0.5235233962669485
Apply Discount Every n Orders_nobug,../data/formatted/buggy_codes/Apply Discount Every n Orders_nobug.java,../data/formatted/correct_codes/Apply Discount Every n Orders.java,../data/formatted/debugged_codes_f_n/Apply Discount Every n Orders_nobug.java,nobug,,,,,0.9241051661734987,0.8983415431310136,-0.02576362304248514
Apply Discount to Prices_nobug,../data/formatted/buggy_codes/Apply Discount to Prices_nobug.java,../data/formatted/correct_codes/Apply Discount to Prices.java,../data/formatted/debugged_codes_f_n/Apply Discount to Prices_nobug.java,nobug,,,,,0.9416262369343847,0.9416262369343847,0.0
Arithmetic Slices II - Subsequence_character,../data/formatted/buggy_codes/Arithmetic Slices II - Subsequence_character.java,../data/formatted/correct_codes/Arithmetic Slices II - Subsequence.java,../data/formatted/debugged_codes_f_n/Arithmetic Slices II - Subsequence_character.java,character,,,,,0.9384078261083767,0.755700921088983,-0.18270690501939368
Arithmetic Slices_condition,../data/formatted/buggy_codes/Arithmetic Slices_condition.java,../data/formatted/correct_codes/Arithmetic Slices.java,../data/formatted/debugged_codes_f_n/Arithmetic Slices_condition.java,condition,,,,,0.9201733623170671,0.86283185008571,-0.057341512231357195
Arithmetic Subarrays_character,../data/formatted/buggy_codes/Arithmetic Subarrays_character.java,../data/formatted/correct_codes/Arithmetic Subarrays.java,../data/formatted/debugged_codes_f_n/Arithmetic Subarrays_character.java,character,,,,,0.9311166066880933,0.22766832416217633,-0.703448282525917
Arranging Coins_value,../data/formatted/buggy_codes/Arranging Coins_value.java,../data/formatted/correct_codes/Arranging Coins.java,../data/formatted/debugged_codes_f_n/Arranging Coins_value.java,value,,,,,0.9634018379156257,0.9634018379156257,0.0
Array Nesting_value,../data/formatted/buggy_codes/Array Nesting_value.java,../data/formatted/correct_codes/Array Nesting.java,../data/formatted/debugged_codes_f_n/Array Nesting_value.java,value,,,,,0.8893915466149394,0.9171936671462255,0.027802120531286167
Array of Doubled Pairs_condition,../data/formatted/buggy_codes/Array of Doubled Pairs_condition.java,../data/formatted/correct_codes/Array of Doubled Pairs.java,../data/formatted/debugged_codes_f_n/Array of Doubled Pairs_condition.java,condition,,,,,0.9399911295155801,0.878932557848268,-0.0610585716673121
Array Partition_operation,../data/formatted/buggy_codes/Array Partition_operation.java,../data/formatted/correct_codes/Array Partition.java,../data/formatted/debugged_codes_f_n/Array Partition_operation.java,operation,,,,,0.8881786835148744,0.8881786835148744,0.0
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_codes_f_n/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,,,,,0.871963255849166,0.918531333358418,0.04656807750925196
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_codes_f_n/As Far from Land as Possible_character.java,character,,,,,0.9429668917589973,0.9094451768450156,-0.033521714913981704
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_codes_f_n/Assign Cookies_condition.java,condition,,,,,0.8708312420004778,0.9026219656922067,0.03179072369172886
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_codes_f_n/Asteroid Collision_index.java,index,,,,,0.8857674235174862,0.6430663425735772,-0.24270108094390896
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_codes_f_n/Available Captures for Rook_operation.java,operation,,,,,0.8595672954689162,0.869679619702306,0.010112324233389813
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_codes_f_n/Average of Levels in Binary Tree_nobug.java,nobug,,,,,0.931910377284328,0.8972757651235197,-0.03463461216080832
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_codes_f_n/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,,,,,0.9524357103042476,0.9076207707229016,-0.04481493958134597
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_codes_f_n/Average Waiting Time_value.java,value,,,,,0.8997448384968163,0.47918184955598786,-0.42056298894082844
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_codes_f_n/Avoid Flood in The City_operation.java,operation,,,,,0.8900967468571219,0.8937496209567979,0.0036528740996759623
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_codes_f_n/Backspace String Compare_operation.java,operation,,,,,0.9220954993107405,0.9220954993107405,0.0
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_codes_f_n/Bag of Tokens_character.java,character,,,,,0.8834029808486653,0.32485389213271365,-0.5585490887159517
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_codes_f_n/Balance a Binary Search Tree_nobug.java,nobug,,,,,0.9152315856461926,0.8680347814240454,-0.047196804222147115
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_codes_f_n/Balanced Binary Tree_operation.java,operation,,,,,0.9423207438988412,0.9423207438988412,0.0
Base 7_nobug,../data/formatted/buggy_codes/Base 7_nobug.java,../data/formatted/correct_codes/Base 7.java,../data/formatted/debugged_codes_f_n/Base 7_nobug.java,nobug,,,,,0.8849326222958849,0.8685275103036829,-0.01640511199220196
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_codes_f_n/Baseball Game_character.java,character,,,,,0.8057393180857849,0.8553996935165613,0.04966037543077639
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_codes_f_n/Basic Calculator II_index.java,index,,,,,0.9128910357939595,0.9343927189690144,0.021501683175054964
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_codes_f_n/Basic Calculator IV_index.java,index,,,,,0.903148346717677,0.13793842452065563,-0.7652099221970213
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_codes_f_n/Basic Calculator_operation.java,operation,,,,,0.9450987605265313,0.9550369076948937,0.009938147168362388
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_codes_f_n/Battleships in a Board_condition.java,condition,,,,,0.9074300256301315,0.92599580537169,0.018565779741558486
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_codes_f_n/Beautiful Arrangement II_index.java,index,,,,,0.9240772791291575,0.9348155742939477,0.01073829516479019
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_codes_f_n/Beautiful Arrangement_character.java,character,,,,,0.9333789384880933,0.9495054446985779,0.016126506210484615
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_codes_f_n/Best Poker Hand_index.java,index,,,,,0.8969099490858226,0.9593571068604351,0.062447157774612516
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_codes_f_n/Best Position for a Service Centre_value.java,value,,,,,0.9496124118152651,0.9526407210872807,0.0030283092720155835
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_codes_f_n/Best Sightseeing Pair_operation.java,operation,,,,,0.9229139658293279,0.9451625555423013,0.022248589712973388
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_codes_f_n/Best Team With No Conflicts_index.java,index,,,,,0.9413512828398154,0.942482149917846,0.0011308670780305619
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock III_index.java,index,,,,,0.9004756092786944,0.9004756092786944,0.0
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock II_index.java,index,,,,,0.8828341233818071,0.9312431433079822,0.04840901992617508
Best Time to Buy and Sell Stock IV_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock IV_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock IV.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock IV_condition.java,condition,,,,,0.9384320957921579,0.8385530650916068,-0.09987903070055115
Best Time to Buy and Sell Stock with Cooldown_operation,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Cooldown_operation.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Cooldown.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock with Cooldown_operation.java,operation,,,,,0.9268133242570965,0.9463008219433061,0.01948749768620961
Best Time to Buy and Sell Stock with Transaction Fee_character,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Transaction Fee_character.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Transaction Fee.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock with Transaction Fee_character.java,character,,,,,0.9221791968855758,0.9559980788937463,0.033818882008170514
Best Time to Buy and Sell Stock_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock.java,../data/formatted/debugged_codes_f_n/Best Time to Buy and Sell Stock_condition.java,condition,,,,,0.8790720647172545,0.9076685908955059,0.02859652617825137
Binary Gap_operation,../data/formatted/buggy_codes/Binary Gap_operation.java,../data/formatted/correct_codes/Binary Gap.java,../data/formatted/debugged_codes_f_n/Binary Gap_operation.java,operation,,,,,0.9137985716573547,0.9335480379469083,0.019749466289553652
Binary Number with Alternating Bits_value,../data/formatted/buggy_codes/Binary Number with Alternating Bits_value.java,../data/formatted/correct_codes/Binary Number with Alternating Bits.java,../data/formatted/debugged_codes_f_n/Binary Number with Alternating Bits_value.java,value,,,,,0.9081217168041366,0.8924733691224697,-0.015648347681666896
Binary Prefix Divisible By 5_operation,../data/formatted/buggy_codes/Binary Prefix Divisible By 5_operation.java,../data/formatted/correct_codes/Binary Prefix Divisible By 5.java,../data/formatted/debugged_codes_f_n/Binary Prefix Divisible By 5_operation.java,operation,,,,,0.8613638040792172,0.9030344943848778,0.04167069030566062
Binary Search Tree Iterator_nobug,../data/formatted/buggy_codes/Binary Search Tree Iterator_nobug.java,../data/formatted/correct_codes/Binary Search Tree Iterator.java,../data/formatted/debugged_codes_f_n/Binary Search Tree Iterator_nobug.java,nobug,,,,,0.8231690812249712,0.14464938335811495,-0.6785196978668563
Binary Search Tree to Greater Sum Tree_character,../data/formatted/buggy_codes/Binary Search Tree to Greater Sum Tree_character.java,../data/formatted/correct_codes/Binary Search Tree to Greater Sum Tree.java,../data/formatted/debugged_codes_f_n/Binary Search Tree to Greater Sum Tree_character.java,character,,,,,0.739012405057996,0.8108430518401564,0.07183064678216033
Binary Search_index,../data/formatted/buggy_codes/Binary Search_index.java,../data/formatted/correct_codes/Binary Search.java,../data/formatted/debugged_codes_f_n/Binary Search_index.java,index,,,,,0.9117121476185976,0.9390490948049632,0.02733694718636559
Binary String With Substrings Representing 1 To N_condition,../data/formatted/buggy_codes/Binary String With Substrings Representing 1 To N_condition.java,../data/formatted/correct_codes/Binary String With Substrings Representing 1 To N.java,../data/formatted/debugged_codes_f_n/Binary String With Substrings Representing 1 To N_condition.java,condition,,,,,0.8788840545418012,0.8904549694095313,0.011570914867730098
Binary Subarrays With Sum_character,../data/formatted/buggy_codes/Binary Subarrays With Sum_character.java,../data/formatted/correct_codes/Binary Subarrays With Sum.java,../data/formatted/debugged_codes_f_n/Binary Subarrays With Sum_character.java,character,,,,,0.8735293384353628,0.8905862152565547,0.017056876821191835
Binary Tree Cameras_character,../data/formatted/buggy_codes/Binary Tree Cameras_character.java,../data/formatted/correct_codes/Binary Tree Cameras.java,../data/formatted/debugged_codes_f_n/Binary Tree Cameras_character.java,character,,,,,0.8977656669196128,0.9045904982806704,0.006824831361057604
Binary Tree Coloring Game_nobug,../data/formatted/buggy_codes/Binary Tree Coloring Game_nobug.java,../data/formatted/correct_codes/Binary Tree Coloring Game.java,../data/formatted/debugged_codes_f_n/Binary Tree Coloring Game_nobug.java,nobug,,,,,0.9279545516616755,0.9279545516616755,0.0
Binary Tree Inorder Traversal_operation,../data/formatted/buggy_codes/Binary Tree Inorder Traversal_operation.java,../data/formatted/correct_codes/Binary Tree Inorder Traversal.java,../data/formatted/debugged_codes_f_n/Binary Tree Inorder Traversal_operation.java,operation,,,,,0.8303221405580291,0.8303221405580291,0.0
Binary Tree Level Order Traversal II_character,../data/formatted/buggy_codes/Binary Tree Level Order Traversal II_character.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal II.java,../data/formatted/debugged_codes_f_n/Binary Tree Level Order Traversal II_character.java,character,,,,,0.8568202800635883,0.8675569560624736,0.010736675998885281
Binary Tree Level Order Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Level Order Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal.java,../data/formatted/debugged_codes_f_n/Binary Tree Level Order Traversal_nobug.java,nobug,,,,,0.8766662207296476,0.8644420297239818,-0.012224191005665852
Binary Tree Maximum Path Sum_value,../data/formatted/buggy_codes/Binary Tree Maximum Path Sum_value.java,../data/formatted/correct_codes/Binary Tree Maximum Path Sum.java,../data/formatted/debugged_codes_f_n/Binary Tree Maximum Path Sum_value.java,value,,,,,0.9197023957404248,0.9197023957404248,0.0
Binary Tree Postorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Postorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Postorder Traversal.java,../data/formatted/debugged_codes_f_n/Binary Tree Postorder Traversal_nobug.java,nobug,,,,,0.8015522756621222,0.8015522756621222,0.0
Binary Tree Preorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Preorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Preorder Traversal.java,../data/formatted/debugged_codes_f_n/Binary Tree Preorder Traversal_nobug.java,nobug,,,,,0.8459913994125209,0.5722827330052871,-0.2737086664072338
Binary Tree Pruning_character,../data/formatted/buggy_codes/Binary Tree Pruning_character.java,../data/formatted/correct_codes/Binary Tree Pruning.java,../data/formatted/debugged_codes_f_n/Binary Tree Pruning_character.java,character,,,,,0.9152403446369404,0.9364548993895555,0.021214554752615133
Binary Tree Right Side View_nobug,../data/formatted/buggy_codes/Binary Tree Right Side View_nobug.java,../data/formatted/correct_codes/Binary Tree Right Side View.java,../data/formatted/debugged_codes_f_n/Binary Tree Right Side View_nobug.java,nobug,,,,,0.8878584109993443,0.8878584109993443,0.0
Binary Tree Tilt_nobug,../data/formatted/buggy_codes/Binary Tree Tilt_nobug.java,../data/formatted/correct_codes/Binary Tree Tilt.java,../data/formatted/debugged_codes_f_n/Binary Tree Tilt_nobug.java,nobug,,,,,0.9183380878096594,0.9183380878096594,0.0
Binary Tree Zigzag Level Order Traversal_condition,../data/formatted/buggy_codes/Binary Tree Zigzag Level Order Traversal_condition.java,../data/formatted/correct_codes/Binary Tree Zigzag Level Order Traversal.java,../data/formatted/debugged_codes_f_n/Binary Tree Zigzag Level Order Traversal_condition.java,condition,,,,,0.8440425213630343,0.8556797061948421,0.011637184831807867
Binary Trees With Factors_nobug,../data/formatted/buggy_codes/Binary Trees With Factors_nobug.java,../data/formatted/correct_codes/Binary Trees With Factors.java,../data/formatted/debugged_codes_f_n/Binary Trees With Factors_nobug.java,nobug,,,,,0.9240315498872917,0.9240315498872917,0.0
Bitwise AND of Numbers Range_condition,../data/formatted/buggy_codes/Bitwise AND of Numbers Range_condition.java,../data/formatted/correct_codes/Bitwise AND of Numbers Range.java,../data/formatted/debugged_codes_f_n/Bitwise AND of Numbers Range_condition.java,condition,,,,,0.8167578997711802,0.799276354537831,-0.017481545233349216
Bitwise ORs of Subarrays_operation,../data/formatted/buggy_codes/Bitwise ORs of Subarrays_operation.java,../data/formatted/correct_codes/Bitwise ORs of Subarrays.java,../data/formatted/debugged_codes_f_n/Bitwise ORs of Subarrays_operation.java,operation,,,,,0.8803404478815553,0.8033027201268342,-0.07703772775472106
