problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_codes_0_n/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,,,,,0.871963255849166,0.918531333358418,0.04656807750925196
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_codes_0_n/As Far from Land as Possible_character.java,character,,,,,0.9429668917589973,0.9209472677812016,-0.022019623977795666
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_codes_0_n/Assign Cookies_condition.java,condition,,,,,0.8708312420004778,0.9026219656922067,0.03179072369172886
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_codes_0_n/Asteroid Collision_index.java,index,,,,,0.8803039644778722,0.1453780952890555,-0.7349258691888167
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_codes_0_n/Available Captures for Rook_operation.java,operation,,,,,0.8564391683230157,0.17546536244156677,-0.680973805881449
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_codes_0_n/Average of Levels in Binary Tree_nobug.java,nobug,,,,,0.9212355154954138,0.2549950540686293,-0.6662404614267845
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_codes_0_n/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,,,,,0.9524357103042476,0.8212018332179098,-0.1312338770863377
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_codes_0_n/Average Waiting Time_value.java,value,,,,,0.933414331840658,0.8640783240988844,-0.06933600774177362
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_codes_0_n/Avoid Flood in The City_operation.java,operation,,,,,0.8900967468571219,0.8988555114092869,0.008758764552164955
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_codes_0_n/Backspace String Compare_operation.java,operation,,,,,0.9109771916296904,0.8764540150855135,-0.034523176544176915
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_codes_0_n/Bag of Tokens_character.java,character,,,,,0.8916166887921168,0.8635820933663704,-0.028034595425746378
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_codes_0_n/Balance a Binary Search Tree_nobug.java,nobug,,,,,0.9152315856461926,0.8078333766993706,-0.10739820894682195
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_codes_0_n/Balanced Binary Tree_operation.java,operation,,,,,0.9423207438988412,0.8185363399301386,-0.1237844039687026
Base 7_nobug,../data/formatted/buggy_codes/Base 7_nobug.java,../data/formatted/correct_codes/Base 7.java,../data/formatted/debugged_codes_0_n/Base 7_nobug.java,nobug,,,,,0.8849326222958849,0.8685275103036829,-0.01640511199220196
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_codes_0_n/Baseball Game_character.java,character,,,,,0.8057393180857849,0.8553996935165613,0.04966037543077639
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_codes_0_n/Basic Calculator II_index.java,index,,,,,0.9128910357939595,0.9110797491393163,-0.0018112866546431405
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_codes_0_n/Basic Calculator IV_index.java,index,,,,,0.903148346717677,0.6362043091207387,-0.2669440375969383
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_codes_0_n/Basic Calculator_operation.java,operation,,,,,0.9450987605265313,0.12622232582621415,-0.8188764347003171
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_codes_0_n/Battleships in a Board_condition.java,condition,,,,,0.9074300256301315,0.92599580537169,0.018565779741558486
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_codes_0_n/Beautiful Arrangement II_index.java,index,,,,,0.9240772791291575,0.9197542196894039,-0.00432305943975364
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_codes_0_n/Beautiful Arrangement_character.java,character,,,,,0.9333789384880933,0.9495054446985779,0.016126506210484615
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_codes_0_n/Best Poker Hand_index.java,index,,,,,0.8969099490858226,0.9506388129553729,0.053728863869550336
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_codes_0_n/Best Position for a Service Centre_value.java,value,,,,,0.9313161047980518,0.5251209606459313,-0.40619514415212055
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_codes_0_n/Best Sightseeing Pair_operation.java,operation,,,,,0.9229139658293279,0.8149934523664031,-0.10792051346292486
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_codes_0_n/Best Team With No Conflicts_index.java,index,,,,,0.9413512828398154,0.942482149917846,0.0011308670780305619
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock III_index.java,index,,,,,0.9004756092786944,0.8877311130514236,-0.012744496227270807
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock II_index.java,index,,,,,0.8828341233818071,0.9312431433079822,0.04840901992617508
Best Time to Buy and Sell Stock IV_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock IV_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock IV.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock IV_condition.java,condition,,,,,0.9384320957921579,0.8669728536517646,-0.07145924214039334
Best Time to Buy and Sell Stock with Cooldown_operation,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Cooldown_operation.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Cooldown.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock with Cooldown_operation.java,operation,,,,,0.9268133242570965,0.9463008219433061,0.01948749768620961
Best Time to Buy and Sell Stock with Transaction Fee_character,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Transaction Fee_character.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Transaction Fee.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock with Transaction Fee_character.java,character,,,,,0.9221791968855758,0.8830669596656906,-0.039112237219885215
Best Time to Buy and Sell Stock_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock.java,../data/formatted/debugged_codes_0_n/Best Time to Buy and Sell Stock_condition.java,condition,,,,,0.8790720647172545,0.9076685908955059,0.02859652617825137
Binary Gap_operation,../data/formatted/buggy_codes/Binary Gap_operation.java,../data/formatted/correct_codes/Binary Gap.java,../data/formatted/debugged_codes_0_n/Binary Gap_operation.java,operation,,,,,0.9037360217349686,0.23671156570737784,-0.6670244560275908
Binary Number with Alternating Bits_value,../data/formatted/buggy_codes/Binary Number with Alternating Bits_value.java,../data/formatted/correct_codes/Binary Number with Alternating Bits.java,../data/formatted/debugged_codes_0_n/Binary Number with Alternating Bits_value.java,value,,,,,0.9081217168041366,0.8769508576546162,-0.031170859149520336
Binary Prefix Divisible By 5_operation,../data/formatted/buggy_codes/Binary Prefix Divisible By 5_operation.java,../data/formatted/correct_codes/Binary Prefix Divisible By 5.java,../data/formatted/debugged_codes_0_n/Binary Prefix Divisible By 5_operation.java,operation,,,,,0.8613638040792172,0.9030344943848778,0.04167069030566062
Binary Search Tree Iterator_nobug,../data/formatted/buggy_codes/Binary Search Tree Iterator_nobug.java,../data/formatted/correct_codes/Binary Search Tree Iterator.java,../data/formatted/debugged_codes_0_n/Binary Search Tree Iterator_nobug.java,nobug,,,,,0.8523581135544157,0.39732860759325694,-0.45502950596115876
Binary Search Tree to Greater Sum Tree_character,../data/formatted/buggy_codes/Binary Search Tree to Greater Sum Tree_character.java,../data/formatted/correct_codes/Binary Search Tree to Greater Sum Tree.java,../data/formatted/debugged_codes_0_n/Binary Search Tree to Greater Sum Tree_character.java,character,,,,,0.739012405057996,0.0,-0.739012405057996
Binary Search_index,../data/formatted/buggy_codes/Binary Search_index.java,../data/formatted/correct_codes/Binary Search.java,../data/formatted/debugged_codes_0_n/Binary Search_index.java,index,,,,,0.9117121476185976,0.9390490948049632,0.02733694718636559
Binary String With Substrings Representing 1 To N_condition,../data/formatted/buggy_codes/Binary String With Substrings Representing 1 To N_condition.java,../data/formatted/correct_codes/Binary String With Substrings Representing 1 To N.java,../data/formatted/debugged_codes_0_n/Binary String With Substrings Representing 1 To N_condition.java,condition,,,,,0.8788840545418012,0.9128325238880877,0.03394846934628648
Binary Subarrays With Sum_character,../data/formatted/buggy_codes/Binary Subarrays With Sum_character.java,../data/formatted/correct_codes/Binary Subarrays With Sum.java,../data/formatted/debugged_codes_0_n/Binary Subarrays With Sum_character.java,character,,,,,0.8735293384353628,0.9224392168276788,0.048909878392315975
Binary Tree Cameras_character,../data/formatted/buggy_codes/Binary Tree Cameras_character.java,../data/formatted/correct_codes/Binary Tree Cameras.java,../data/formatted/debugged_codes_0_n/Binary Tree Cameras_character.java,character,,,,,0.8889845276336639,0.3307897212106705,-0.5581948064229934
Binary Tree Coloring Game_nobug,../data/formatted/buggy_codes/Binary Tree Coloring Game_nobug.java,../data/formatted/correct_codes/Binary Tree Coloring Game.java,../data/formatted/debugged_codes_0_n/Binary Tree Coloring Game_nobug.java,nobug,,,,,0.9279545516616755,0.9279545516616755,0.0
Binary Tree Inorder Traversal_operation,../data/formatted/buggy_codes/Binary Tree Inorder Traversal_operation.java,../data/formatted/correct_codes/Binary Tree Inorder Traversal.java,../data/formatted/debugged_codes_0_n/Binary Tree Inorder Traversal_operation.java,operation,,,,,0.8303221405580291,0.640734949705435,-0.18958719085259412
Binary Tree Level Order Traversal II_character,../data/formatted/buggy_codes/Binary Tree Level Order Traversal II_character.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal II.java,../data/formatted/debugged_codes_0_n/Binary Tree Level Order Traversal II_character.java,character,,,,,0.8568202800635883,0.8675569560624736,0.010736675998885281
Binary Tree Level Order Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Level Order Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal.java,../data/formatted/debugged_codes_0_n/Binary Tree Level Order Traversal_nobug.java,nobug,,,,,0.8766662207296476,0.8766662207296476,0.0
Binary Tree Maximum Path Sum_value,../data/formatted/buggy_codes/Binary Tree Maximum Path Sum_value.java,../data/formatted/correct_codes/Binary Tree Maximum Path Sum.java,../data/formatted/debugged_codes_0_n/Binary Tree Maximum Path Sum_value.java,value,,,,,0.9197023957404248,0.9197023957404248,0.0
Binary Tree Postorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Postorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Postorder Traversal.java,../data/formatted/debugged_codes_0_n/Binary Tree Postorder Traversal_nobug.java,nobug,,,,,0.8015522756621222,0.8015522756621222,0.0
Binary Tree Preorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Preorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Preorder Traversal.java,../data/formatted/debugged_codes_0_n/Binary Tree Preorder Traversal_nobug.java,nobug,,,,,0.8459913994125209,0.7936929342961467,-0.05229846511637415
Binary Tree Pruning_character,../data/formatted/buggy_codes/Binary Tree Pruning_character.java,../data/formatted/correct_codes/Binary Tree Pruning.java,../data/formatted/debugged_codes_0_n/Binary Tree Pruning_character.java,character,,,,,0.9152403446369404,0.9364548993895555,0.021214554752615133
Binary Tree Right Side View_nobug,../data/formatted/buggy_codes/Binary Tree Right Side View_nobug.java,../data/formatted/correct_codes/Binary Tree Right Side View.java,../data/formatted/debugged_codes_0_n/Binary Tree Right Side View_nobug.java,nobug,,,,,0.8665176047773646,0.29237626827249974,-0.5741413365048649
Binary Tree Tilt_nobug,../data/formatted/buggy_codes/Binary Tree Tilt_nobug.java,../data/formatted/correct_codes/Binary Tree Tilt.java,../data/formatted/debugged_codes_0_n/Binary Tree Tilt_nobug.java,nobug,,,,,0.9183380878096594,0.9183380878096594,0.0
Binary Tree Zigzag Level Order Traversal_condition,../data/formatted/buggy_codes/Binary Tree Zigzag Level Order Traversal_condition.java,../data/formatted/correct_codes/Binary Tree Zigzag Level Order Traversal.java,../data/formatted/debugged_codes_0_n/Binary Tree Zigzag Level Order Traversal_condition.java,condition,,,,,0.8440425213630343,0.8671282295497584,0.023085708186724174
Binary Trees With Factors_nobug,../data/formatted/buggy_codes/Binary Trees With Factors_nobug.java,../data/formatted/correct_codes/Binary Trees With Factors.java,../data/formatted/debugged_codes_0_n/Binary Trees With Factors_nobug.java,nobug,,,,,0.9240315498872917,0.9240315498872917,0.0
Bitwise AND of Numbers Range_condition,../data/formatted/buggy_codes/Bitwise AND of Numbers Range_condition.java,../data/formatted/correct_codes/Bitwise AND of Numbers Range.java,../data/formatted/debugged_codes_0_n/Bitwise AND of Numbers Range_condition.java,condition,,,,,0.8167578997711802,0.799276354537831,-0.017481545233349216
