problem_name,bug_path,correct_path,debugged_path,bug_type,codebleu_bug,codebleu_debugged,codebleu_diff,coderouge_bug,coderouge_debugged,coderouge_diff,codef1_bug,codef1_debugged,codef1_diff,truncated,pad_bug,pad_correct,pad_debugged
Add Digits_condition,../data/formatted/buggy_codes/Add Digits_condition.java,../data/formatted/correct_codes/Add Digits.java,../data/formatted/debugged_desc_codes_0_n/Add Digits_condition.java,condition,0.6551553475535072,0.6967850073387376,0.041629659785230366,0.6283261594315445,0.6967850073387376,0.06845884790719314,0.6407012124800442,0.6967850073387376,0.056083794858693414,False,False,False,False
Add Minimum Number of Rungs_index,../data/formatted/buggy_codes/Add Minimum Number of Rungs_index.java,../data/formatted/correct_codes/Add Minimum Number of Rungs.java,../data/formatted/debugged_desc_codes_0_n/Add Minimum Number of Rungs_index.java,index,0.870311498514106,0.9125717165060743,0.04226021799196822,0.8560363934145852,0.9009061576722587,0.04486976425767353,0.8629668238141204,0.9063180960340699,0.0433512722199495,False,False,False,False
Add One Row to Tree_operation,../data/formatted/buggy_codes/Add One Row to Tree_operation.java,../data/formatted/correct_codes/Add One Row to Tree.java,../data/formatted/debugged_desc_codes_0_n/Add One Row to Tree_operation.java,operation,0.927113408866284,0.26879310227122005,-0.658320306595064,0.927113408866284,0.22319595176573465,-0.7039174571005493,0.927113408866284,0.23608437142200173,-0.6910290374442822,False,False,False,True
Add Strings_value,../data/formatted/buggy_codes/Add Strings_value.java,../data/formatted/correct_codes/Add Strings.java,../data/formatted/debugged_desc_codes_0_n/Add Strings_value.java,value,0.5152866046223135,0.6423105697693836,0.12702396514707015,0.5119196557882142,0.6423105697693836,0.13039091398116942,0.5131971977146998,0.6423105697693836,0.12911337205468376,False,False,False,False
Add to Array-Form of Integer_operation,../data/formatted/buggy_codes/Add to Array-Form of Integer_operation.java,../data/formatted/correct_codes/Add to Array-Form of Integer.java,../data/formatted/debugged_desc_codes_0_n/Add to Array-Form of Integer_operation.java,operation,0.8649491700147951,0.5282590396120314,-0.33669013040276374,0.8635677760530253,0.5171958215692616,-0.3463719544837637,0.8642514855132541,0.5218692017650269,-0.3423822837482272,False,True,True,False
Add Two Integers_value,../data/formatted/buggy_codes/Add Two Integers_value.java,../data/formatted/correct_codes/Add Two Integers.java,../data/formatted/debugged_desc_codes_0_n/Add Two Integers_value.java,value,0.9414152121852635,0.22498347464036966,-0.7164317375448939,0.9387519740379974,0.15518392497216416,-0.7835680490658332,0.9400603338792973,0.15353593755028463,-0.7865243963290127,False,False,False,True
Add Two Numbers II_condition,../data/formatted/buggy_codes/Add Two Numbers II_condition.java,../data/formatted/correct_codes/Add Two Numbers II.java,../data/formatted/debugged_desc_codes_0_n/Add Two Numbers II_condition.java,condition,0.8797993526016185,0.5340493864106441,-0.3457499661909743,0.8769309484035701,0.5209869711725167,-0.3559439772310534,0.8783480822339857,0.5255744473437289,-0.3527736348902568,False,True,True,False
Add Two Numbers_character,../data/formatted/buggy_codes/Add Two Numbers_character.java,../data/formatted/correct_codes/Add Two Numbers.java,../data/formatted/debugged_desc_codes_0_n/Add Two Numbers_character.java,character,0.9112659084275897,0.9211929060033944,0.00992699757580473,0.905587830158117,0.9196122890132477,0.014024458855130706,0.908373259064319,0.9203272269822147,0.011953967917895714,False,False,False,False
Adding Spaces to a String_index,../data/formatted/buggy_codes/Adding Spaces to a String_index.java,../data/formatted/correct_codes/Adding Spaces to a String.java,../data/formatted/debugged_desc_codes_0_n/Adding Spaces to a String_index.java,index,0.8156257462005012,0.8771982435320537,0.061572497331552456,0.7985802784400244,0.8771982435320537,0.07861796509202923,0.8067433996059246,0.8771982435320537,0.07045484392612911,False,False,False,False
Adding Two Negabinary Numbers_condition,../data/formatted/buggy_codes/Adding Two Negabinary Numbers_condition.java,../data/formatted/correct_codes/Adding Two Negabinary Numbers.java,../data/formatted/debugged_desc_codes_0_n/Adding Two Negabinary Numbers_condition.java,condition,0.9327497093997771,0.4815328162696564,-0.4512168931301207,0.9289281494632957,0.4364762381099493,-0.4924519113533464,0.9308170967623354,0.44931254505204865,-0.4815045517102867,False,False,False,True
Additive Number_nobug,../data/formatted/buggy_codes/Additive Number_nobug.java,../data/formatted/correct_codes/Additive Number.java,../data/formatted/debugged_desc_codes_0_n/Additive Number_nobug.java,nobug,0.9354041949632029,0.9048800484112677,-0.03052414655193525,0.9354041949632029,0.8952869348592334,-0.04011726010396954,0.9354041949632029,0.8998888652101837,-0.03551532975301919,False,False,False,False
Advantage Shuffle_condition,../data/formatted/buggy_codes/Advantage Shuffle_condition.java,../data/formatted/correct_codes/Advantage Shuffle.java,../data/formatted/debugged_desc_codes_0_n/Advantage Shuffle_condition.java,condition,0.9022254422899848,0.5614271589969829,-0.3407982832930019,0.898319862226611,0.5543808826695309,-0.3439389795570801,0.9002395603711596,0.5554198612792398,-0.3448196990919198,False,True,True,False
Airplane Seat Assignment Probability_value,../data/formatted/buggy_codes/Airplane Seat Assignment Probability_value.java,../data/formatted/correct_codes/Airplane Seat Assignment Probability.java,../data/formatted/debugged_desc_codes_0_n/Airplane Seat Assignment Probability_value.java,value,0.37050102714919453,0.20003703651261995,-0.17046399063657458,0.37050102714919453,0.1903741409072673,-0.18012688624192724,0.37050102714919453,0.19504626811450548,-0.17545475903468905,False,True,True,False
Alert Using Same Key-Card Three or More Times in a One Hour Period_character,../data/formatted/buggy_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,../data/formatted/correct_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period.java,../data/formatted/debugged_desc_codes_0_n/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,character,0.9228311230874489,0.9228311230874489,0.0,0.9228311230874489,0.9228311230874489,0.0,0.9228311230874489,0.9228311230874489,0.0,False,False,False,False
All Divisions With the Highest Score of a Binary Array_index,../data/formatted/buggy_codes/All Divisions With the Highest Score of a Binary Array_index.java,../data/formatted/correct_codes/All Divisions With the Highest Score of a Binary Array.java,../data/formatted/debugged_desc_codes_0_n/All Divisions With the Highest Score of a Binary Array_index.java,index,0.9061273389149516,0.9120519538183538,0.005924614903402237,0.8997277072319467,0.9003119427792571,0.0005842355473103522,0.9028614064248307,0.9051673957524445,0.0023059893276138332,False,False,False,False
All Elements in Two Binary Search Trees_value,../data/formatted/buggy_codes/All Elements in Two Binary Search Trees_value.java,../data/formatted/correct_codes/All Elements in Two Binary Search Trees.java,../data/formatted/debugged_desc_codes_0_n/All Elements in Two Binary Search Trees_value.java,value,0.8900314709360923,0.8937086698705914,0.0036771989344991374,0.8893018448463588,0.8937086698705914,0.004406825024232619,0.8896644991517612,0.8937086698705914,0.004044170718830231,False,False,False,False
All Nodes Distance K in Binary Tree_condition,../data/formatted/buggy_codes/All Nodes Distance K in Binary Tree_condition.java,../data/formatted/correct_codes/All Nodes Distance K in Binary Tree.java,../data/formatted/debugged_desc_codes_0_n/All Nodes Distance K in Binary Tree_condition.java,condition,0.8691558158609309,0.569901801939337,-0.2992540139215939,0.8672668596900837,0.5390766081348447,-0.32819025155523895,0.8682039662756018,0.5511533698599949,-0.31705059641560696,False,True,True,False
All O`one Data Structure_nobug,../data/formatted/buggy_codes/All O`one Data Structure_nobug.java,../data/formatted/correct_codes/All O`one Data Structure.java,../data/formatted/debugged_desc_codes_0_n/All O`one Data Structure_nobug.java,nobug,0.8487622909025334,0.837472882937982,-0.011289407964551357,0.8487622909025334,0.8373538867989372,-0.011408404103596226,0.8487622909025334,0.8373959538821873,-0.011366337020346062,False,False,False,False
All Paths From Source to Target_index,../data/formatted/buggy_codes/All Paths From Source to Target_index.java,../data/formatted/correct_codes/All Paths From Source to Target.java,../data/formatted/debugged_desc_codes_0_n/All Paths From Source to Target_index.java,index,0.9091093316663607,0.09706325525848218,-0.8120460764078785,0.9084611443485348,0.09013424914960586,-0.8183268951989289,0.9087834977016218,0.09186802468369175,-0.8169154730179301,False,False,False,True
All Possible Full Binary Trees_index,../data/formatted/buggy_codes/All Possible Full Binary Trees_index.java,../data/formatted/correct_codes/All Possible Full Binary Trees.java,../data/formatted/debugged_desc_codes_0_n/All Possible Full Binary Trees_index.java,index,0.9120490919480811,0.9246094736622328,0.012560381714151636,0.9090432864281486,0.9246094736622328,0.015566187234084206,0.9105295387077879,0.9246094736622328,0.014079934954444928,False,False,False,False
Allocate Mailboxes_operation,../data/formatted/buggy_codes/Allocate Mailboxes_operation.java,../data/formatted/correct_codes/Allocate Mailboxes.java,../data/formatted/debugged_desc_codes_0_n/Allocate Mailboxes_operation.java,operation,0.9372033342934734,0.9542968978702636,0.01709356357679026,0.9312097483090659,0.9542968978702636,0.02308714956119773,0.9341671302688876,0.9542968978702637,0.02012976760137608,False,False,False,False
Alphabet Board Path_condition,../data/formatted/buggy_codes/Alphabet Board Path_condition.java,../data/formatted/correct_codes/Alphabet Board Path.java,../data/formatted/debugged_desc_codes_0_n/Alphabet Board Path_condition.java,condition,0.8615520202726661,0.8738383567133106,0.012286336440644474,0.8581084717833849,0.8738383567133106,0.015729884929925664,0.8598051865199987,0.8738383567133106,0.01403317019331185,False,False,False,False
Ambiguous Coordinates_nobug,../data/formatted/buggy_codes/Ambiguous Coordinates_nobug.java,../data/formatted/correct_codes/Ambiguous Coordinates.java,../data/formatted/debugged_desc_codes_0_n/Ambiguous Coordinates_nobug.java,nobug,0.9127603618400182,0.9039705072260598,-0.008789854613958425,0.9127603618400182,0.9018116763568281,-0.010948685483190057,0.9127603618400182,0.9028851073001647,-0.009875254539853495,False,False,False,True
Angle Between Hands of a Clock_value,../data/formatted/buggy_codes/Angle Between Hands of a Clock_value.java,../data/formatted/correct_codes/Angle Between Hands of a Clock.java,../data/formatted/debugged_desc_codes_0_n/Angle Between Hands of a Clock_value.java,value,0.9359379065218947,0.597945182692708,-0.33799272382918666,0.9197792431654205,0.5353166927430622,-0.38446255042235833,0.9274519989692783,0.5545361875449563,-0.37291581142432206,False,False,False,False
Apply Discount Every n Orders_nobug,../data/formatted/buggy_codes/Apply Discount Every n Orders_nobug.java,../data/formatted/correct_codes/Apply Discount Every n Orders.java,../data/formatted/debugged_desc_codes_0_n/Apply Discount Every n Orders_nobug.java,nobug,0.9305300710550295,0.8972963318353953,-0.03323373921963424,0.9305300710550295,0.8890814250708485,-0.041448645984180965,0.9305300710550295,0.8930243813760479,-0.0375056896789816,False,False,False,False
Apply Discount to Prices_nobug,../data/formatted/buggy_codes/Apply Discount to Prices_nobug.java,../data/formatted/correct_codes/Apply Discount to Prices.java,../data/formatted/debugged_desc_codes_0_n/Apply Discount to Prices_nobug.java,nobug,0.9416262369343847,0.9146471835565245,-0.026979053377860218,0.9416262369343847,0.9062944414314751,-0.03533179550290966,0.9416262369343847,0.9103907271317966,-0.031235509802588157,False,False,False,False
Arithmetic Slices II - Subsequence_character,../data/formatted/buggy_codes/Arithmetic Slices II - Subsequence_character.java,../data/formatted/correct_codes/Arithmetic Slices II - Subsequence.java,../data/formatted/debugged_desc_codes_0_n/Arithmetic Slices II - Subsequence_character.java,character,0.9376739049825628,0.7108186187623309,-0.22685528622023188,0.9365001226200046,0.6816552872639219,-0.2548448353560827,0.937059019120306,0.6930425630784618,-0.2440164560418442,False,False,False,True
Arithmetic Slices_condition,../data/formatted/buggy_codes/Arithmetic Slices_condition.java,../data/formatted/correct_codes/Arithmetic Slices.java,../data/formatted/debugged_desc_codes_0_n/Arithmetic Slices_condition.java,condition,0.9268557982157295,0.8453452697172593,-0.08151052849847018,0.9201733623170671,0.8103487661848312,-0.10982459613223594,0.9234428081849173,0.8256889030492642,-0.09775390513565307,False,False,False,False
Arithmetic Subarrays_character,../data/formatted/buggy_codes/Arithmetic Subarrays_character.java,../data/formatted/correct_codes/Arithmetic Subarrays.java,../data/formatted/debugged_desc_codes_0_n/Arithmetic Subarrays_character.java,character,0.9259612219839082,0.8866702516325513,-0.03929097035135687,0.9243379849698042,0.8887518478295331,-0.035586137140271146,0.9251469424325708,0.8876310832121825,-0.03751585922038825,False,True,True,False
Arranging Coins_value,../data/formatted/buggy_codes/Arranging Coins_value.java,../data/formatted/correct_codes/Arranging Coins.java,../data/formatted/debugged_desc_codes_0_n/Arranging Coins_value.java,value,0.9634018379156257,0.9634018379156257,0.0,0.9634018379156257,0.9634018379156257,0.0,0.9634018379156257,0.9634018379156257,0.0,False,False,False,False
Array Nesting_value,../data/formatted/buggy_codes/Array Nesting_value.java,../data/formatted/correct_codes/Array Nesting.java,../data/formatted/debugged_desc_codes_0_n/Array Nesting_value.java,value,0.9008406245846234,0.9330475675194734,0.032206942934849936,0.8919367307833219,0.9330475675194734,0.04111083673615146,0.8961887357560077,0.9330475675194734,0.036858831763465716,False,False,False,False
Array of Doubled Pairs_condition,../data/formatted/buggy_codes/Array of Doubled Pairs_condition.java,../data/formatted/correct_codes/Array of Doubled Pairs.java,../data/formatted/debugged_desc_codes_0_n/Array of Doubled Pairs_condition.java,condition,0.9428681252076212,0.4478894314019386,-0.4949786938056826,0.9399911295155801,0.3865591163925368,-0.5534320131230432,0.9414125118894063,0.4094165757209882,-0.5319959361684181,False,False,False,True
Array Partition_operation,../data/formatted/buggy_codes/Array Partition_operation.java,../data/formatted/correct_codes/Array Partition.java,../data/formatted/debugged_desc_codes_0_n/Array Partition_operation.java,operation,0.8881786835148744,0.7457992636601899,-0.1423794198546845,0.8881786835148744,0.7602897276436488,-0.12788895587122562,0.8881786835148744,0.7525634658526669,-0.13561521766220752,False,False,False,False
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_desc_codes_0_n/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,0.8884738625849623,0.918531333358418,0.030057470773455663,0.871963255849166,0.918531333358418,0.04656807750925196,0.8797728659382451,0.918531333358418,0.03875846742017286,False,False,False,False
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_desc_codes_0_n/As Far from Land as Possible_character.java,character,0.9356478542490557,0.45233785436493723,-0.4833099998841185,0.934949987337949,0.393185347232872,-0.541764640105077,0.9352971654348194,0.40850801272830894,-0.5267891527065105,False,True,True,False
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_desc_codes_0_n/Assign Cookies_condition.java,condition,0.878556503021692,0.9026219656922067,0.02406546267051468,0.8708312420004778,0.9026219656922067,0.03179072369172886,0.8745680705588141,0.9026219656922068,0.028053895133392626,False,False,False,False
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_desc_codes_0_n/Asteroid Collision_index.java,index,0.8894344614213444,0.910919616249442,0.02148515482809754,0.8873685911717211,0.910919616249442,0.02355102507772089,0.8883889901486014,0.910919616249442,0.022530626100840556,False,False,False,False
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_desc_codes_0_n/Available Captures for Rook_operation.java,operation,0.8596932993460134,0.34034064744447595,-0.5193526519015375,0.8564391683230157,0.3121550668245019,-0.5442841014985138,0.8580482050071476,0.32223122668257087,-0.5358169783245768,False,True,True,False
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_desc_codes_0_n/Average of Levels in Binary Tree_nobug.java,nobug,0.931910377284328,0.8958610543175177,-0.03604932296681029,0.931910377284328,0.8972757651235197,-0.03463461216080832,0.931910377284328,0.8962963797131199,-0.03561399757120809,False,False,False,False
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_desc_codes_0_n/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,0.9524357103042476,0.8969909499630933,-0.05544476034115431,0.9524357103042476,0.8865828310068347,-0.0658528792974129,0.9524357103042477,0.8908531464994306,-0.06158256380481708,False,False,False,False
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_desc_codes_0_n/Average Waiting Time_value.java,value,0.933414331840658,0.760215914871996,-0.173198416968662,0.933414331840658,0.7420377779286558,-0.19137655391200226,0.933414331840658,0.7495992754813292,-0.18381505635932882,False,False,False,False
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_desc_codes_0_n/Avoid Flood in The City_operation.java,operation,0.8924860773605121,0.899119985893567,0.0066339085330549,0.8900967468571219,0.8988555114092869,0.008758764552164955,0.8912779518524598,0.8989530326614135,0.007675080808953627,False,False,False,False
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_desc_codes_0_n/Backspace String Compare_operation.java,operation,0.9056432042293541,0.8613118254293881,-0.04433137879996596,0.9056432042293541,0.8667681579512803,-0.03887504627807381,0.9056432042293541,0.864003027327424,-0.041640176901930115,False,True,True,False
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_desc_codes_0_n/Bag of Tokens_character.java,character,0.8910396949981318,0.8257524748924379,-0.06528722010569399,0.8890411008861817,0.8152134740266335,-0.07382762685954825,0.8899885033389202,0.8189999616298536,-0.07098854170906665,False,False,False,False
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_desc_codes_0_n/Balance a Binary Search Tree_nobug.java,nobug,0.9152315856461926,0.8700226985011981,-0.04520888714499449,0.9152315856461926,0.8565107601022024,-0.05872082554399016,0.9152315856461926,0.8630528801898947,-0.05217870545629788,False,False,False,False
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_desc_codes_0_n/Balanced Binary Tree_operation.java,operation,0.9423207438988412,0.9423207438988412,0.0,0.9423207438988412,0.9423207438988412,0.0,0.9423207438988412,0.9423207438988412,0.0,False,False,False,False
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_desc_codes_0_n/Baseball Game_character.java,character,0.8136008307659046,0.8553996935165613,0.041798862750656696,0.8057393180857849,0.8553996935165613,0.04966037543077639,0.8095574913695139,0.8553996935165613,0.04584220214704737,False,False,False,False
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_desc_codes_0_n/Basic Calculator II_index.java,index,0.9162551522045279,0.9343927189690144,0.018137566764486523,0.9143679728537186,0.9343927189690144,0.02002474611529581,0.9153011012260666,0.9343927189690144,0.019091617742947875,False,False,False,False
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_desc_codes_0_n/Basic Calculator IV_index.java,index,0.9031999851953697,0.30077387190509564,-0.6024261132902741,0.903148346717677,0.26576829983450434,-0.6373800468831726,0.9031741530036401,0.27641638457496304,-0.6267577684286771,False,False,False,True
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_desc_codes_0_n/Basic Calculator_operation.java,operation,0.9478818445845114,0.9473656952864553,-0.0005161492980561011,0.9450987605265313,0.9465481251480563,0.0014493646215250067,0.9464729569637962,0.9469067957842905,0.00043383882049430333,False,False,False,False
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_desc_codes_0_n/Battleships in a Board_condition.java,condition,0.9143350346244936,0.5008632477938257,-0.4134717868306679,0.9074300256301315,0.4220089838791777,-0.48542104175095385,0.9108067424778714,0.4481639247794052,-0.4626428176984662,False,False,False,True
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_desc_codes_0_n/Beautiful Arrangement II_index.java,index,0.9272249969913129,0.9197108582921352,-0.007514138699177719,0.9240772791291575,0.9197542196894039,-0.00432305943975364,0.9256208784842362,0.9196710986540844,-0.00594977983015188,False,False,False,False
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_desc_codes_0_n/Beautiful Arrangement_character.java,character,0.9370960879088743,0.9495054446985779,0.012409356789703563,0.9333789384880933,0.9495054446985779,0.016126506210484615,0.9352113255734384,0.9495054446985779,0.014294119125139448,False,False,False,False
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_desc_codes_0_n/Best Poker Hand_index.java,index,0.8977953686030617,0.9593571068604351,0.06156173825737332,0.8995875875393231,0.9593571068604351,0.059769519321111964,0.8986829561828227,0.9593571068604351,0.06067415067761239,False,False,False,False
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_desc_codes_0_n/Best Position for a Service Centre_value.java,value,0.9322184217891086,0.561203162960341,-0.3710152588287676,0.9313161047980518,0.5290266962511776,-0.4022894085468742,0.9317650052823963,0.5397571874182203,-0.39200781786417593,False,True,True,False
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_desc_codes_0_n/Best Sightseeing Pair_operation.java,operation,0.9319320610249497,0.9106774666525197,-0.021254594372430047,0.9229139658293279,0.9062718568020478,-0.01664210902728014,0.9273304535944653,0.9084214372140116,-0.018909016380453725,False,False,False,False
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_desc_codes_0_n/Best Team With No Conflicts_index.java,index,0.941896043729315,0.9425804696526149,0.0006844259232998695,0.9413512828398154,0.942482149917846,0.0011308670780305619,0.941622180407631,0.942490343009062,0.0008681626014309662,False,False,False,False
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_desc_codes_0_n/Best Time to Buy and Sell Stock III_index.java,index,0.9068205486737635,0.8975418218847832,-0.00927872678898034,0.9020558466367955,0.8902248143823562,-0.011831032254439267,0.9044108728388572,0.8938183298139377,-0.01059254302491952,False,False,False,False
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_desc_codes_0_n/Best Time to Buy and Sell Stock II_index.java,index,0.8916378169726595,0.9312431433079822,0.039605326335322655,0.8828341233818071,0.9312431433079822,0.04840901992617508,0.8870903692486758,0.9312431433079822,0.0441527740593064,False,False,False,False
