problem_name,bug_path,correct_path,debugged_path,bug_type,codebleu_bug,codebleu_debugged,codebleu_diff,coderouge_bug,coderouge_debugged,coderouge_diff,codef1_bug,codef1_debugged,codef1_diff,truncated,pad_bug,pad_correct,pad_debugged
Add Digits_condition,../data/formatted/buggy_codes/Add Digits_condition.java,../data/formatted/correct_codes/Add Digits.java,../data/formatted/debugged_desc_codes_0_c/Add Digits_condition.java,condition,0.6551553475535072,0.6967850073387376,0.041629659785230366,0.6283261594315445,0.6967850073387376,0.06845884790719314,0.6407012124800442,0.6967850073387376,0.056083794858693414,False,False,False,False
Add Minimum Number of Rungs_index,../data/formatted/buggy_codes/Add Minimum Number of Rungs_index.java,../data/formatted/correct_codes/Add Minimum Number of Rungs.java,../data/formatted/debugged_desc_codes_0_c/Add Minimum Number of Rungs_index.java,index,0.870311498514106,0.9309037994165047,0.060592300902398644,0.8560363934145852,0.9230516749567865,0.06701528154220138,0.8629668238141204,0.926666358708042,0.06369953489392166,False,False,False,False
Add One Row to Tree_operation,../data/formatted/buggy_codes/Add One Row to Tree_operation.java,../data/formatted/correct_codes/Add One Row to Tree.java,../data/formatted/debugged_desc_codes_0_c/Add One Row to Tree_operation.java,operation,0.927113408866284,0.16147491151866572,-0.7656384973476182,0.927113408866284,0.11819854550692341,-0.8089148633593606,0.927113408866284,0.13040785314046044,-0.7967055557258236,False,False,False,True
Add Strings_value,../data/formatted/buggy_codes/Add Strings_value.java,../data/formatted/correct_codes/Add Strings.java,../data/formatted/debugged_desc_codes_0_c/Add Strings_value.java,value,0.31540471134027054,0.05618440996495139,-0.25922030137531915,0.31772616301691264,0.08875155848768414,-0.22897460452922852,0.3164839828122229,0.05936211175513686,-0.25712187105708606,False,True,True,False
Add to Array-Form of Integer_operation,../data/formatted/buggy_codes/Add to Array-Form of Integer_operation.java,../data/formatted/correct_codes/Add to Array-Form of Integer.java,../data/formatted/debugged_desc_codes_0_c/Add to Array-Form of Integer_operation.java,operation,0.8898922439328362,0.8690262083358858,-0.020866035596950328,0.8884060731924123,0.859690479377415,-0.02871559381499722,0.8891408951588557,0.8638581752780181,-0.025282719880837634,False,False,False,False
Add Two Integers_value,../data/formatted/buggy_codes/Add Two Integers_value.java,../data/formatted/correct_codes/Add Two Integers.java,../data/formatted/debugged_desc_codes_0_c/Add Two Integers_value.java,value,0.9414152121852635,0.22498347464036966,-0.7164317375448939,0.9387519740379974,0.15518392497216416,-0.7835680490658332,0.9400603338792973,0.15353593755028463,-0.7865243963290127,False,False,False,True
Add Two Numbers II_condition,../data/formatted/buggy_codes/Add Two Numbers II_condition.java,../data/formatted/correct_codes/Add Two Numbers II.java,../data/formatted/debugged_desc_codes_0_c/Add Two Numbers II_condition.java,condition,0.8904754048624389,0.5795011848647991,-0.31097421999763986,0.8874728429387788,0.5536353248299914,-0.33383751810878737,0.8889556568946982,0.563703865388208,-0.3252517915064902,False,False,False,True
Add Two Numbers_character,../data/formatted/buggy_codes/Add Two Numbers_character.java,../data/formatted/correct_codes/Add Two Numbers.java,../data/formatted/debugged_desc_codes_0_c/Add Two Numbers_character.java,character,0.8916167648305717,0.8249668491270497,-0.06664991570352208,0.8864010708125802,0.8374986811277885,-0.04890238968479177,0.8889623510674645,0.830750918759078,-0.058211432308386435,False,True,True,False
Adding Spaces to a String_index,../data/formatted/buggy_codes/Adding Spaces to a String_index.java,../data/formatted/correct_codes/Adding Spaces to a String.java,../data/formatted/debugged_desc_codes_0_c/Adding Spaces to a String_index.java,index,0.8156257462005012,0.8771982435320537,0.061572497331552456,0.7985802784400244,0.8771982435320537,0.07861796509202923,0.8067433996059246,0.8771982435320537,0.07045484392612911,False,False,False,False
Adding Two Negabinary Numbers_condition,../data/formatted/buggy_codes/Adding Two Negabinary Numbers_condition.java,../data/formatted/correct_codes/Adding Two Negabinary Numbers.java,../data/formatted/debugged_desc_codes_0_c/Adding Two Negabinary Numbers_condition.java,condition,0.9327497093997771,0.9389424154605766,0.006192706060799469,0.9289281494632957,0.9389424154605766,0.010014265997280836,0.9308170967623354,0.9389424154605766,0.00812531869824118,False,False,False,False
Additive Number_nobug,../data/formatted/buggy_codes/Additive Number_nobug.java,../data/formatted/correct_codes/Additive Number.java,../data/formatted/debugged_desc_codes_0_c/Additive Number_nobug.java,nobug,0.9354041949632029,0.7533936248347411,-0.18201057012846178,0.9354041949632029,0.7254772450876278,-0.20992694987557514,0.9354041949632029,0.7361743868418524,-0.1992298081213505,False,False,False,True
Advantage Shuffle_condition,../data/formatted/buggy_codes/Advantage Shuffle_condition.java,../data/formatted/correct_codes/Advantage Shuffle.java,../data/formatted/debugged_desc_codes_0_c/Advantage Shuffle_condition.java,condition,0.9098454010317869,0.9098454010317869,0.0,0.9058309067146434,0.9058309067146434,0.0,0.9078032844561235,0.9078032844561235,0.0,False,False,False,False
Airplane Seat Assignment Probability_value,../data/formatted/buggy_codes/Airplane Seat Assignment Probability_value.java,../data/formatted/correct_codes/Airplane Seat Assignment Probability.java,../data/formatted/debugged_desc_codes_0_c/Airplane Seat Assignment Probability_value.java,value,0.35273014129887015,0.16195129601012215,-0.190778845288748,0.35273014129887015,0.1561551624365739,-0.19657497886229625,0.35273014129887015,0.15899493624650832,-0.19373520505236183,False,True,True,False
Alert Using Same Key-Card Three or More Times in a One Hour Period_character,../data/formatted/buggy_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,../data/formatted/correct_codes/Alert Using Same Key-Card Three or More Times in a One Hour Period.java,../data/formatted/debugged_desc_codes_0_c/Alert Using Same Key-Card Three or More Times in a One Hour Period_character.java,character,0.8970340006149681,0.7317034363228079,-0.1653305642921602,0.8970340006149681,0.7277882636872343,-0.16924573692773381,0.8970340006149681,0.7290462219003149,-0.1679877787146532,False,True,True,False
All Divisions With the Highest Score of a Binary Array_index,../data/formatted/buggy_codes/All Divisions With the Highest Score of a Binary Array_index.java,../data/formatted/correct_codes/All Divisions With the Highest Score of a Binary Array.java,../data/formatted/debugged_desc_codes_0_c/All Divisions With the Highest Score of a Binary Array_index.java,index,0.8622295576826711,0.7103234972897174,-0.15190606039295362,0.8568711821510436,0.7142259814415723,-0.1426452007094713,0.859501611308019,0.709524752340432,-0.14997685896758706,False,True,True,False
All Elements in Two Binary Search Trees_value,../data/formatted/buggy_codes/All Elements in Two Binary Search Trees_value.java,../data/formatted/correct_codes/All Elements in Two Binary Search Trees.java,../data/formatted/debugged_desc_codes_0_c/All Elements in Two Binary Search Trees_value.java,value,0.8900314709360923,0.8423157343339436,-0.04771573660214867,0.8893018448463588,0.8259676634497801,-0.06333418139657865,0.8896644991517612,0.8328950551730465,-0.05676944397871464,False,False,False,False
All Nodes Distance K in Binary Tree_condition,../data/formatted/buggy_codes/All Nodes Distance K in Binary Tree_condition.java,../data/formatted/correct_codes/All Nodes Distance K in Binary Tree.java,../data/formatted/debugged_desc_codes_0_c/All Nodes Distance K in Binary Tree_condition.java,condition,0.872491031433124,0.7302397316940353,-0.14225129973908868,0.8705733817566903,0.7089120323002903,-0.16166134945639998,0.8715246455724798,0.717106232437254,-0.15441841313522575,False,False,False,True
All O`one Data Structure_nobug,../data/formatted/buggy_codes/All O`one Data Structure_nobug.java,../data/formatted/correct_codes/All O`one Data Structure.java,../data/formatted/debugged_desc_codes_0_c/All O`one Data Structure_nobug.java,nobug,0.8487622909025334,0.0004476024872465283,-0.8483146884152869,0.8487622909025334,0.00039517528589472586,-0.8483671156166387,0.8487622909025334,0.0003870602581972377,-0.8483752306443362,False,False,False,True
All Paths From Source to Target_index,../data/formatted/buggy_codes/All Paths From Source to Target_index.java,../data/formatted/correct_codes/All Paths From Source to Target.java,../data/formatted/debugged_desc_codes_0_c/All Paths From Source to Target_index.java,index,0.9091093316663607,0.09777211425990978,-0.8113372174064508,0.9084611443485348,0.08998003928023224,-0.8184811050683025,0.9087834977016218,0.09210116017388906,-0.8166823375277328,False,False,False,True
All Possible Full Binary Trees_index,../data/formatted/buggy_codes/All Possible Full Binary Trees_index.java,../data/formatted/correct_codes/All Possible Full Binary Trees.java,../data/formatted/debugged_desc_codes_0_c/All Possible Full Binary Trees_index.java,index,0.9076273172948193,0.41889773318083967,-0.4887295841139796,0.9046730527860575,0.36846498078763523,-0.5362080719984222,0.9061340326256276,0.38429388189912445,-0.5218401507265031,False,True,True,False
Allocate Mailboxes_operation,../data/formatted/buggy_codes/Allocate Mailboxes_operation.java,../data/formatted/correct_codes/Allocate Mailboxes.java,../data/formatted/debugged_desc_codes_0_c/Allocate Mailboxes_operation.java,operation,0.9114871726184705,0.2717722912089035,-0.639714881409567,0.906111607675586,0.23638493023558543,-0.6697266774400006,0.9087660217746045,0.24132577279334044,-0.6674402489812641,False,True,True,False
Alphabet Board Path_condition,../data/formatted/buggy_codes/Alphabet Board Path_condition.java,../data/formatted/correct_codes/Alphabet Board Path.java,../data/formatted/debugged_desc_codes_0_c/Alphabet Board Path_condition.java,condition,0.8615520202726661,0.8738383567133106,0.012286336440644474,0.8581084717833849,0.8738383567133106,0.015729884929925664,0.8598051865199987,0.8738383567133106,0.01403317019331185,False,False,False,False
Ambiguous Coordinates_nobug,../data/formatted/buggy_codes/Ambiguous Coordinates_nobug.java,../data/formatted/correct_codes/Ambiguous Coordinates.java,../data/formatted/debugged_desc_codes_0_c/Ambiguous Coordinates_nobug.java,nobug,0.9127603618400182,0.9127603618400182,0.0,0.9127603618400182,0.9127603618400182,0.0,0.9127603618400182,0.9127603618400182,0.0,False,False,False,False
Angle Between Hands of a Clock_value,../data/formatted/buggy_codes/Angle Between Hands of a Clock_value.java,../data/formatted/correct_codes/Angle Between Hands of a Clock.java,../data/formatted/debugged_desc_codes_0_c/Angle Between Hands of a Clock_value.java,value,0.9359379065218947,0.5967250237267886,-0.3392128827951061,0.9197792431654205,0.5309321808754416,-0.3888470622899789,0.9274519989692783,0.5516895979470642,-0.37576240102221414,False,False,False,False
Apply Discount Every n Orders_nobug,../data/formatted/buggy_codes/Apply Discount Every n Orders_nobug.java,../data/formatted/correct_codes/Apply Discount Every n Orders.java,../data/formatted/debugged_desc_codes_0_c/Apply Discount Every n Orders_nobug.java,nobug,0.9305300710550295,0.9034808112470869,-0.027049259807942594,0.9305300710550295,0.895094170706948,-0.03543590034808153,0.9305300710550295,0.8991620035747256,-0.03136806748030385,False,False,False,False
Apply Discount to Prices_nobug,../data/formatted/buggy_codes/Apply Discount to Prices_nobug.java,../data/formatted/correct_codes/Apply Discount to Prices.java,../data/formatted/debugged_desc_codes_0_c/Apply Discount to Prices_nobug.java,nobug,0.9416262369343847,0.8980353874901906,-0.04359084944419411,0.9416262369343847,0.879436921458532,-0.06218931547585271,0.9416262369343847,0.8881183923554394,-0.05350784457894531,False,False,False,False
Arithmetic Slices II - Subsequence_character,../data/formatted/buggy_codes/Arithmetic Slices II - Subsequence_character.java,../data/formatted/correct_codes/Arithmetic Slices II - Subsequence.java,../data/formatted/debugged_desc_codes_0_c/Arithmetic Slices II - Subsequence_character.java,character,0.9376739049825628,0.9141807702159868,-0.023493134766575996,0.9365001226200046,0.9062360624598567,-0.030264060160147932,0.937059019120306,0.9100977863651786,-0.026961232755127407,False,False,False,False
Arithmetic Slices_condition,../data/formatted/buggy_codes/Arithmetic Slices_condition.java,../data/formatted/correct_codes/Arithmetic Slices.java,../data/formatted/debugged_desc_codes_0_c/Arithmetic Slices_condition.java,condition,0.9268557982157295,0.48297052625480813,-0.44388527196092137,0.9201733623170671,0.42134606069068786,-0.4988273016263793,0.9234428081849173,0.44047278277708246,-0.48297002540783485,False,False,False,False
Arithmetic Subarrays_character,../data/formatted/buggy_codes/Arithmetic Subarrays_character.java,../data/formatted/correct_codes/Arithmetic Subarrays.java,../data/formatted/debugged_desc_codes_0_c/Arithmetic Subarrays_character.java,character,0.9364054167469705,0.8879139885665023,-0.048491428180468255,0.9347608251354915,0.870505766411658,-0.06425505872383352,0.9355803890614778,0.8783019071751675,-0.05727848188631024,False,True,False,False
Arranging Coins_value,../data/formatted/buggy_codes/Arranging Coins_value.java,../data/formatted/correct_codes/Arranging Coins.java,../data/formatted/debugged_desc_codes_0_c/Arranging Coins_value.java,value,0.9634018379156257,0.9634018379156257,0.0,0.9634018379156257,0.9634018379156257,0.0,0.9634018379156257,0.9634018379156257,0.0,False,False,False,False
Array Nesting_value,../data/formatted/buggy_codes/Array Nesting_value.java,../data/formatted/correct_codes/Array Nesting.java,../data/formatted/debugged_desc_codes_0_c/Array Nesting_value.java,value,0.9008406245846234,0.9084961132680862,0.0076554886834627744,0.8919367307833219,0.9070344032234885,0.015097672440166576,0.8961887357560077,0.9076517229684422,0.01146298721243455,False,False,False,False
Array of Doubled Pairs_condition,../data/formatted/buggy_codes/Array of Doubled Pairs_condition.java,../data/formatted/correct_codes/Array of Doubled Pairs.java,../data/formatted/debugged_desc_codes_0_c/Array of Doubled Pairs_condition.java,condition,0.9428681252076212,0.4324459691974676,-0.5104221560101536,0.9399911295155801,0.3738781011402823,-0.5661130283752978,0.9414125118894063,0.3913661631001685,-0.5500463487892379,False,False,False,True
Array Partition_operation,../data/formatted/buggy_codes/Array Partition_operation.java,../data/formatted/correct_codes/Array Partition.java,../data/formatted/debugged_desc_codes_0_c/Array Partition_operation.java,operation,0.8881786835148744,0.8881786835148744,0.0,0.8881786835148744,0.8881786835148744,0.0,0.8881786835148744,0.8881786835148744,0.0,False,False,False,False
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_desc_codes_0_c/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,0.8884738625849623,0.918531333358418,0.030057470773455663,0.871963255849166,0.918531333358418,0.04656807750925196,0.8797728659382451,0.918531333358418,0.03875846742017286,False,False,False,False
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_desc_codes_0_c/As Far from Land as Possible_character.java,character,0.943676562430291,0.0,-0.943676562430291,0.9429668917589973,0.0,-0.9429668917589973,0.9433198746794762,0.0,-0.9433198746794762,False,False,False,True
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_desc_codes_0_c/Assign Cookies_condition.java,condition,0.8304140203125824,0.38656526091111937,-0.443848759401463,0.8242569189374855,0.36734680580956175,-0.4569101131279238,0.8272497753791517,0.3712136377081194,-0.4560361376710323,False,True,True,False
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_desc_codes_0_c/Asteroid Collision_index.java,index,0.8894344614213444,0.20694274867089327,-0.6824917127504512,0.8873685911717211,0.1458322041934544,-0.7415363869782666,0.8883889901486014,0.15580010059101063,-0.7325888895575907,False,False,False,True
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_desc_codes_0_c/Available Captures for Rook_operation.java,operation,0.8628755425137661,0.869679619702306,0.006804077188539925,0.8595672954689162,0.869679619702306,0.010112324233389813,0.8612029123718793,0.869679619702306,0.008476707330426714,False,False,False,False
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_desc_codes_0_c/Average of Levels in Binary Tree_nobug.java,nobug,0.9212355154954138,0.48213417444173107,-0.43910134105368276,0.9212355154954138,0.44705670014409976,-0.47417881535131406,0.9212355154954138,0.4564771646133366,-0.46475835088207723,False,True,True,False
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_desc_codes_0_c/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,0.9404485518152875,0.7706749085470813,-0.1697736432682062,0.9404485518152875,0.7414597334238784,-0.19898881839140914,0.9404485518152875,0.7522621528450186,-0.1881863989702689,False,True,True,False
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_desc_codes_0_c/Average Waiting Time_value.java,value,0.933414331840658,0.6445013138796354,-0.28891301796102264,0.933414331840658,0.6140315451955388,-0.3193827866451192,0.933414331840658,0.6263414419372392,-0.30707288990341886,False,False,False,True
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_desc_codes_0_c/Avoid Flood in The City_operation.java,operation,0.8924860773605121,0.899119985893567,0.0066339085330549,0.8900967468571219,0.8988555114092869,0.008758764552164955,0.8912779518524598,0.8989530326614135,0.007675080808953627,False,False,False,False
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_desc_codes_0_c/Backspace String Compare_operation.java,operation,0.9220954993107405,0.8838146417669595,-0.03828085754378108,0.9220954993107405,0.8795864755139062,-0.0425090237968343,0.9220954993107405,0.8815504276343582,-0.04054507167638233,False,False,False,False
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_desc_codes_0_c/Bag of Tokens_character.java,character,0.8828797329956856,0.29422694105823133,-0.5886527919374542,0.8808536387434022,0.26964238635005855,-0.6112112523933436,0.8818178198569612,0.2781725592674813,-0.6036452605894799,False,True,True,False
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_desc_codes_0_c/Balance a Binary Search Tree_nobug.java,nobug,0.8437482943977787,0.028951541473167378,-0.8147967529246113,0.8437482943977787,0.03197926446391084,-0.8117690299338678,0.8437482943977787,0.029486317567551993,-0.8142619768302266,False,True,True,False
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_desc_codes_0_c/Balanced Binary Tree_operation.java,operation,0.9423207438988412,0.3416692558223142,-0.600651488076527,0.9423207438988412,0.2978866925734019,-0.6444340513254394,0.9423207438988412,0.31293421228459006,-0.6293865316142512,False,False,False,True
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_desc_codes_0_c/Baseball Game_character.java,character,0.8136008307659046,0.8553996935165613,0.041798862750656696,0.8057393180857849,0.8553996935165613,0.04966037543077639,0.8095574913695139,0.8553996935165613,0.04584220214704737,False,False,False,False
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_desc_codes_0_c/Basic Calculator II_index.java,index,0.9162551522045279,0.8630955633150516,-0.05315958888947636,0.9143679728537186,0.8452918599059823,-0.0690761129477363,0.9153011012260666,0.8531690587306333,-0.06213204249543325,False,False,False,False
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_desc_codes_0_c/Basic Calculator IV_index.java,index,0.9031999851953697,0.028922720089185918,-0.8742772651061838,0.903148346717677,0.02540076330638808,-0.8777475834112889,0.9031741530036401,0.02610423661876606,-0.8770699163848741,False,False,False,True
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_desc_codes_0_c/Basic Calculator_operation.java,operation,0.9478818445845114,0.9550369076948937,0.007155063110382276,0.9450987605265313,0.9550369076948937,0.009938147168362388,0.9464729569637962,0.9550369076948937,0.008563950731097503,False,False,False,False
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_desc_codes_0_c/Battleships in a Board_condition.java,condition,0.9143350346244936,0.9030375952592751,-0.011297439365218542,0.9074300256301315,0.892462842934382,-0.014967182695749481,0.9108067424778714,0.897497145093984,-0.013309597383887373,False,False,False,False
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_desc_codes_0_c/Beautiful Arrangement II_index.java,index,0.9272249969913129,0.5165645902865529,-0.41066040670476,0.9240772791291575,0.4641022050525885,-0.459975074076569,0.9256208784842362,0.4811653150022286,-0.44445556348200765,False,False,False,False
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_desc_codes_0_c/Beautiful Arrangement_character.java,character,0.9370960879088743,0.0021884056187933096,-0.934907682290081,0.9333789384880933,0.001575433586746863,-0.9318035049013464,0.9352113255734384,0.0013013215445518474,-0.9339100040288866,False,False,False,True
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_desc_codes_0_c/Best Poker Hand_index.java,index,0.8977953686030617,0.9169464959116909,0.019151127308629112,0.8995875875393231,0.9110574478302884,0.011469860290965306,0.8986829561828227,0.9138769604635624,0.015194004280739692,False,False,False,False
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_desc_codes_0_c/Best Position for a Service Centre_value.java,value,0.9505692101163409,0.08991970305493127,-0.8606495070614096,0.9496124118152651,0.08327094299747714,-0.866341468817788,0.9500882629649068,0.0854326379462162,-0.8646556250186905,False,False,False,True
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_desc_codes_0_c/Best Sightseeing Pair_operation.java,operation,0.9319320610249497,0.3843502785645424,-0.5475817824604073,0.9229139658293279,0.3137397839426624,-0.6091741818866656,0.9273304535944653,0.336220987290683,-0.5911094663037824,False,False,False,False
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_desc_codes_0_c/Best Team With No Conflicts_index.java,index,0.941896043729315,0.9511993765585485,0.009303332829233457,0.9413512828398154,0.9511993765585485,0.009848093718733075,0.941622180407631,0.9511993765585485,0.009577196150917455,False,False,False,False
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_desc_codes_0_c/Best Time to Buy and Sell Stock III_index.java,index,0.9068205486737635,0.8822338408692205,-0.024586707804542973,0.9020558466367955,0.8729667110975927,-0.02908913553920278,0.9044108728388572,0.8774953035374746,-0.026915569301382614,False,False,False,False
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_desc_codes_0_c/Best Time to Buy and Sell Stock II_index.java,index,0.8916378169726595,0.9312431433079822,0.039605326335322655,0.8828341233818071,0.9312431433079822,0.04840901992617508,0.8870903692486758,0.9312431433079822,0.0441527740593064,False,False,False,False
