problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
All Elements in Two Binary Search Trees_value,../data/formatted/buggy_codes/All Elements in Two Binary Search Trees_value.java,../data/formatted/correct_codes/All Elements in Two Binary Search Trees.java,../data/formatted/debugged_codes_0_c/All Elements in Two Binary Search Trees_value.java,value,,,,,0.8893018448463588,0.8259676634497801,-0.06333418139657865
All Nodes Distance K in Binary Tree_condition,../data/formatted/buggy_codes/All Nodes Distance K in Binary Tree_condition.java,../data/formatted/correct_codes/All Nodes Distance K in Binary Tree.java,../data/formatted/debugged_codes_0_c/All Nodes Distance K in Binary Tree_condition.java,condition,,,,,0.8705733817566903,0.8316126713130023,-0.038960710443687985
All O`one Data Structure_nobug,../data/formatted/buggy_codes/All O`one Data Structure_nobug.java,../data/formatted/correct_codes/All O`one Data Structure.java,../data/formatted/debugged_codes_0_c/All O`one Data Structure_nobug.java,nobug,,,,,0.8487622909025334,0.0182804036627843,-0.8304818872397491
All Paths From Source to Target_index,../data/formatted/buggy_codes/All Paths From Source to Target_index.java,../data/formatted/correct_codes/All Paths From Source to Target.java,../data/formatted/debugged_codes_0_c/All Paths From Source to Target_index.java,index,,,,,0.9084611443485348,0.09090331558840098,-0.8175578287601337
All Possible Full Binary Trees_index,../data/formatted/buggy_codes/All Possible Full Binary Trees_index.java,../data/formatted/correct_codes/All Possible Full Binary Trees.java,../data/formatted/debugged_codes_0_c/All Possible Full Binary Trees_index.java,index,,,,,0.9090432864281486,0.863693969306891,-0.04534931712125756
Allocate Mailboxes_operation,../data/formatted/buggy_codes/Allocate Mailboxes_operation.java,../data/formatted/correct_codes/Allocate Mailboxes.java,../data/formatted/debugged_codes_0_c/Allocate Mailboxes_operation.java,operation,,,,,0.9312097483090659,0.9215358355909402,-0.009673912718125677
Alphabet Board Path_condition,../data/formatted/buggy_codes/Alphabet Board Path_condition.java,../data/formatted/correct_codes/Alphabet Board Path.java,../data/formatted/debugged_codes_0_c/Alphabet Board Path_condition.java,condition,,,,,0.8581084717833849,0.8738383567133106,0.015729884929925664
Ambiguous Coordinates_nobug,../data/formatted/buggy_codes/Ambiguous Coordinates_nobug.java,../data/formatted/correct_codes/Ambiguous Coordinates.java,../data/formatted/debugged_codes_0_c/Ambiguous Coordinates_nobug.java,nobug,,,,,0.9127603618400182,0.023453254617551947,-0.8893071072224662
Angle Between Hands of a Clock_value,../data/formatted/buggy_codes/Angle Between Hands of a Clock_value.java,../data/formatted/correct_codes/Angle Between Hands of a Clock.java,../data/formatted/debugged_codes_0_c/Angle Between Hands of a Clock_value.java,value,,,,,0.9197792431654205,0.9604378600330922,0.04065861686767169
Apply Bitwise Operations to Make Strings Equal_value,../data/formatted/buggy_codes/Apply Bitwise Operations to Make Strings Equal_value.java,../data/formatted/correct_codes/Apply Bitwise Operations to Make Strings Equal.java,../data/formatted/debugged_codes_0_c/Apply Bitwise Operations to Make Strings Equal_value.java,value,,,,,0.8577096621804434,0.8577096621804434,0.0
Apply Discount Every n Orders_nobug,../data/formatted/buggy_codes/Apply Discount Every n Orders_nobug.java,../data/formatted/correct_codes/Apply Discount Every n Orders.java,../data/formatted/debugged_codes_0_c/Apply Discount Every n Orders_nobug.java,nobug,,,,,0.9305300710550295,0.9012149825663136,-0.02931508848871589
Apply Discount to Prices_nobug,../data/formatted/buggy_codes/Apply Discount to Prices_nobug.java,../data/formatted/correct_codes/Apply Discount to Prices.java,../data/formatted/debugged_codes_0_c/Apply Discount to Prices_nobug.java,nobug,,,,,0.9243720961182577,0.45362998782285935,-0.4707421082953983
Arithmetic Slices II - Subsequence_character,../data/formatted/buggy_codes/Arithmetic Slices II - Subsequence_character.java,../data/formatted/correct_codes/Arithmetic Slices II - Subsequence.java,../data/formatted/debugged_codes_0_c/Arithmetic Slices II - Subsequence_character.java,character,,,,,0.9384078261083767,0.9459025452275429,0.0074947191191662155
Arithmetic Slices_condition,../data/formatted/buggy_codes/Arithmetic Slices_condition.java,../data/formatted/correct_codes/Arithmetic Slices.java,../data/formatted/debugged_codes_0_c/Arithmetic Slices_condition.java,condition,,,,,0.9201733623170671,0.7378395735412018,-0.18233378877586537
Arithmetic Subarrays_character,../data/formatted/buggy_codes/Arithmetic Subarrays_character.java,../data/formatted/correct_codes/Arithmetic Subarrays.java,../data/formatted/debugged_codes_0_c/Arithmetic Subarrays_character.java,character,,,,,0.9364054167469705,0.8830063325685873,-0.05339908417838324
Arranging Coins_value,../data/formatted/buggy_codes/Arranging Coins_value.java,../data/formatted/correct_codes/Arranging Coins.java,../data/formatted/debugged_codes_0_c/Arranging Coins_value.java,value,,,,,0.94380851057588,0.8545630539384084,-0.08924545663747163
Array Nesting_value,../data/formatted/buggy_codes/Array Nesting_value.java,../data/formatted/correct_codes/Array Nesting.java,../data/formatted/debugged_codes_0_c/Array Nesting_value.java,value,,,,,0.8893915466149394,0.002149027291403945,-0.8872425193235354
Array of Doubled Pairs_condition,../data/formatted/buggy_codes/Array of Doubled Pairs_condition.java,../data/formatted/correct_codes/Array of Doubled Pairs.java,../data/formatted/debugged_codes_0_c/Array of Doubled Pairs_condition.java,condition,,,,,0.9399911295155801,0.878932557848268,-0.0610585716673121
Array Partition_operation,../data/formatted/buggy_codes/Array Partition_operation.java,../data/formatted/correct_codes/Array Partition.java,../data/formatted/debugged_codes_0_c/Array Partition_operation.java,operation,,,,,0.8881786835148744,0.0,-0.8881786835148744
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_codes_0_c/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,,,,,0.871963255849166,0.8292843472353493,-0.042678908613816735
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_codes_0_c/As Far from Land as Possible_character.java,character,,,,,0.9429668917589973,0.0,-0.9429668917589973
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_codes_0_c/Assign Cookies_condition.java,condition,,,,,0.8242569189374855,0.35877177428371054,-0.465485144653775
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_codes_0_c/Asteroid Collision_index.java,index,,,,,0.8857674235174862,0.7763015595041892,-0.10946586401329694
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_codes_0_c/Available Captures for Rook_operation.java,operation,,,,,0.8595672954689162,0.004003846356040423,-0.8555634491128757
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_codes_0_c/Average of Levels in Binary Tree_nobug.java,nobug,,,,,0.931910377284328,0.025845410628019323,-0.9060649666563086
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_codes_0_c/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,,,,,0.9524357103042476,0.8974840971897909,-0.05495161311445662
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_codes_0_c/Average Waiting Time_value.java,value,,,,,0.9158615188986755,0.6953977252037826,-0.22046379369489288
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_codes_0_c/Avoid Flood in The City_operation.java,operation,,,,,0.8900967468571219,0.8937496209567979,0.0036528740996759623
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_codes_0_c/Backspace String Compare_operation.java,operation,,,,,0.9109771916296904,0.8764540150855135,-0.034523176544176915
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_codes_0_c/Bag of Tokens_character.java,character,,,,,0.8755372997690206,0.2919835421922954,-0.5835537575767252
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_codes_0_c/Balance a Binary Search Tree_nobug.java,nobug,,,,,0.9152315856461926,0.8544464402412724,-0.06078514540492019
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_codes_0_c/Balanced Binary Tree_operation.java,operation,,,,,0.9000133449642574,0.17874867717776582,-0.7212646677864916
Base 7_nobug,../data/formatted/buggy_codes/Base 7_nobug.java,../data/formatted/correct_codes/Base 7.java,../data/formatted/debugged_codes_0_c/Base 7_nobug.java,nobug,,,,,0.8849326222958849,0.39470973378897783,-0.49022288850690704
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_codes_0_c/Baseball Game_character.java,character,,,,,0.8057393180857849,0.0,-0.8057393180857849
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_codes_0_c/Basic Calculator II_index.java,index,,,,,0.9128910357939595,0.8661574469933151,-0.04673358880064438
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_codes_0_c/Basic Calculator IV_index.java,index,,,,,0.903148346717677,0.14377425046810763,-0.7593740962495693
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_codes_0_c/Basic Calculator_operation.java,operation,,,,,0.9450987605265313,0.9214824537990557,-0.02361630672747561
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_codes_0_c/Battleships in a Board_condition.java,condition,,,,,0.9074300256301315,0.865148651927899,-0.042281373702232505
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_codes_0_c/Beautiful Arrangement II_index.java,index,,,,,0.9240772791291575,0.9348155742939477,0.01073829516479019
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_codes_0_c/Beautiful Arrangement_character.java,character,,,,,0.9333789384880933,0.9495054446985779,0.016126506210484615
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_codes_0_c/Best Poker Hand_index.java,index,,,,,0.8969099490858226,0.7452503152240239,-0.1516596338617987
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_codes_0_c/Best Position for a Service Centre_value.java,value,,,,,0.9496124118152651,0.7552913002430908,-0.19432111157217435
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_codes_0_c/Best Sightseeing Pair_operation.java,operation,,,,,0.9229139658293279,0.9028746120234168,-0.020039353805911153
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_codes_0_c/Best Team With No Conflicts_index.java,index,,,,,0.9413512828398154,0.8344819567177655,-0.10686932612204991
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock III_index.java,index,,,,,0.9004756092786944,0.7735528776001996,-0.12692273167849477
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock II_index.java,index,,,,,0.8828341233818071,0.8490845838377721,-0.033749539544035034
Best Time to Buy and Sell Stock IV_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock IV_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock IV.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock IV_condition.java,condition,,,,,0.9384320957921579,0.40222947061369696,-0.536202625178461
Best Time to Buy and Sell Stock with Cooldown_operation,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Cooldown_operation.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Cooldown.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock with Cooldown_operation.java,operation,,,,,0.9268133242570965,0.0,-0.9268133242570965
Best Time to Buy and Sell Stock with Transaction Fee_character,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Transaction Fee_character.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Transaction Fee.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock with Transaction Fee_character.java,character,,,,,0.9221791968855758,0.931493761209832,0.009314564324256147
Best Time to Buy and Sell Stock_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock.java,../data/formatted/debugged_codes_0_c/Best Time to Buy and Sell Stock_condition.java,condition,,,,,0.8487947218951247,0.7699020416059427,-0.07889268028918206
Binary Gap_operation,../data/formatted/buggy_codes/Binary Gap_operation.java,../data/formatted/correct_codes/Binary Gap.java,../data/formatted/debugged_codes_0_c/Binary Gap_operation.java,operation,,,,,0.9137985716573547,0.8128100501691334,-0.10098852148822124
Binary Number with Alternating Bits_value,../data/formatted/buggy_codes/Binary Number with Alternating Bits_value.java,../data/formatted/correct_codes/Binary Number with Alternating Bits.java,../data/formatted/debugged_codes_0_c/Binary Number with Alternating Bits_value.java,value,,,,,0.9081217168041366,0.8882427002288252,-0.019879016575311326
Binary Prefix Divisible By 5_operation,../data/formatted/buggy_codes/Binary Prefix Divisible By 5_operation.java,../data/formatted/correct_codes/Binary Prefix Divisible By 5.java,../data/formatted/debugged_codes_0_c/Binary Prefix Divisible By 5_operation.java,operation,,,,,0.8613638040792172,0.6962606145534633,-0.16510318952575387
Binary Search Tree Iterator_nobug,../data/formatted/buggy_codes/Binary Search Tree Iterator_nobug.java,../data/formatted/correct_codes/Binary Search Tree Iterator.java,../data/formatted/debugged_codes_0_c/Binary Search Tree Iterator_nobug.java,nobug,,,,,0.8523581135544157,0.23889191900447865,-0.6134661945499371
Binary Search Tree to Greater Sum Tree_character,../data/formatted/buggy_codes/Binary Search Tree to Greater Sum Tree_character.java,../data/formatted/correct_codes/Binary Search Tree to Greater Sum Tree.java,../data/formatted/debugged_codes_0_c/Binary Search Tree to Greater Sum Tree_character.java,character,,,,,0.739012405057996,0.8108430518401564,0.07183064678216033
Binary Search_index,../data/formatted/buggy_codes/Binary Search_index.java,../data/formatted/correct_codes/Binary Search.java,../data/formatted/debugged_codes_0_c/Binary Search_index.java,index,,,,,0.9117121476185976,0.9326484065810796,0.02093625896248197
Binary String With Substrings Representing 1 To N_condition,../data/formatted/buggy_codes/Binary String With Substrings Representing 1 To N_condition.java,../data/formatted/correct_codes/Binary String With Substrings Representing 1 To N.java,../data/formatted/debugged_codes_0_c/Binary String With Substrings Representing 1 To N_condition.java,condition,,,,,0.8788840545418012,0.8904549694095313,0.011570914867730098
Binary Subarrays With Sum_character,../data/formatted/buggy_codes/Binary Subarrays With Sum_character.java,../data/formatted/correct_codes/Binary Subarrays With Sum.java,../data/formatted/debugged_codes_0_c/Binary Subarrays With Sum_character.java,character,,,,,0.8735293384353628,0.8905862152565547,0.017056876821191835
Binary Tree Cameras_character,../data/formatted/buggy_codes/Binary Tree Cameras_character.java,../data/formatted/correct_codes/Binary Tree Cameras.java,../data/formatted/debugged_codes_0_c/Binary Tree Cameras_character.java,character,,,,,0.8977656669196128,0.9045904982806704,0.006824831361057604
Binary Tree Coloring Game_nobug,../data/formatted/buggy_codes/Binary Tree Coloring Game_nobug.java,../data/formatted/correct_codes/Binary Tree Coloring Game.java,../data/formatted/debugged_codes_0_c/Binary Tree Coloring Game_nobug.java,nobug,,,,,0.9279545516616755,0.20209787481197447,-0.725856676849701
Binary Tree Inorder Traversal_operation,../data/formatted/buggy_codes/Binary Tree Inorder Traversal_operation.java,../data/formatted/correct_codes/Binary Tree Inorder Traversal.java,../data/formatted/debugged_codes_0_c/Binary Tree Inorder Traversal_operation.java,operation,,,,,0.8303221405580291,0.8303221405580291,0.0
Binary Tree Level Order Traversal II_character,../data/formatted/buggy_codes/Binary Tree Level Order Traversal II_character.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal II.java,../data/formatted/debugged_codes_0_c/Binary Tree Level Order Traversal II_character.java,character,,,,,0.8568202800635883,0.8832196422837761,0.026399362220187794
Binary Tree Level Order Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Level Order Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal.java,../data/formatted/debugged_codes_0_c/Binary Tree Level Order Traversal_nobug.java,nobug,,,,,0.8766662207296476,0.009281071010394945,-0.8673851497192526
Binary Tree Maximum Path Sum_value,../data/formatted/buggy_codes/Binary Tree Maximum Path Sum_value.java,../data/formatted/correct_codes/Binary Tree Maximum Path Sum.java,../data/formatted/debugged_codes_0_c/Binary Tree Maximum Path Sum_value.java,value,,,,,0.9197023957404248,0.05402162420950347,-0.8656807715309213
Binary Tree Postorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Postorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Postorder Traversal.java,../data/formatted/debugged_codes_0_c/Binary Tree Postorder Traversal_nobug.java,nobug,,,,,0.775803599994356,0.6478667164615924,-0.12793688353276356
Binary Tree Preorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Preorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Preorder Traversal.java,../data/formatted/debugged_codes_0_c/Binary Tree Preorder Traversal_nobug.java,nobug,,,,,0.8459913994125209,0.7890172222554219,-0.05697417715709896
Binary Tree Pruning_character,../data/formatted/buggy_codes/Binary Tree Pruning_character.java,../data/formatted/correct_codes/Binary Tree Pruning.java,../data/formatted/debugged_codes_0_c/Binary Tree Pruning_character.java,character,,,,,0.9152403446369404,0.9364548993895555,0.021214554752615133
Binary Tree Right Side View_nobug,../data/formatted/buggy_codes/Binary Tree Right Side View_nobug.java,../data/formatted/correct_codes/Binary Tree Right Side View.java,../data/formatted/debugged_codes_0_c/Binary Tree Right Side View_nobug.java,nobug,,,,,0.8878584109993443,0.8615746219978468,-0.026283789001497415
Binary Tree Tilt_nobug,../data/formatted/buggy_codes/Binary Tree Tilt_nobug.java,../data/formatted/correct_codes/Binary Tree Tilt.java,../data/formatted/debugged_codes_0_c/Binary Tree Tilt_nobug.java,nobug,,,,,0.9041206804745409,0.3284458082519891,-0.5756748722225518
Binary Tree Zigzag Level Order Traversal_condition,../data/formatted/buggy_codes/Binary Tree Zigzag Level Order Traversal_condition.java,../data/formatted/correct_codes/Binary Tree Zigzag Level Order Traversal.java,../data/formatted/debugged_codes_0_c/Binary Tree Zigzag Level Order Traversal_condition.java,condition,,,,,0.8440425213630343,0.001354176451520302,-0.842688344911514
Binary Trees With Factors_nobug,../data/formatted/buggy_codes/Binary Trees With Factors_nobug.java,../data/formatted/correct_codes/Binary Trees With Factors.java,../data/formatted/debugged_codes_0_c/Binary Trees With Factors_nobug.java,nobug,,,,,0.9240315498872917,0.86032858818777,-0.06370296169952172
Bitwise AND of Numbers Range_condition,../data/formatted/buggy_codes/Bitwise AND of Numbers Range_condition.java,../data/formatted/correct_codes/Bitwise AND of Numbers Range.java,../data/formatted/debugged_codes_0_c/Bitwise AND of Numbers Range_condition.java,condition,,,,,0.8167578997711802,0.7520477293002024,-0.06471017047097782
