problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Arithmetic Slices II - Subsequence_character,../data/formatted/buggy_codes/Arithmetic Slices II - Subsequence_character.java,../data/formatted/correct_codes/Arithmetic Slices II - Subsequence.java,../data/formatted/debugged_codes_f_c/Arithmetic Slices II - Subsequence_character.java,character,,,,,0.9384078261083767,0.9459025452275429,0.0074947191191662155
Arithmetic Slices_condition,../data/formatted/buggy_codes/Arithmetic Slices_condition.java,../data/formatted/correct_codes/Arithmetic Slices.java,../data/formatted/debugged_codes_f_c/Arithmetic Slices_condition.java,condition,,,,,0.9201733623170671,0.9019125842336615,-0.01826077808340565
Arithmetic Subarrays_character,../data/formatted/buggy_codes/Arithmetic Subarrays_character.java,../data/formatted/correct_codes/Arithmetic Subarrays.java,../data/formatted/debugged_codes_f_c/Arithmetic Subarrays_character.java,character,,,,,0.9364054167469705,0.9388209492270647,0.0024155324800941846
Arranging Coins_value,../data/formatted/buggy_codes/Arranging Coins_value.java,../data/formatted/correct_codes/Arranging Coins.java,../data/formatted/debugged_codes_f_c/Arranging Coins_value.java,value,,,,,0.9634018379156257,0.93726161918207,-0.026140218733555765
Array Nesting_value,../data/formatted/buggy_codes/Array Nesting_value.java,../data/formatted/correct_codes/Array Nesting.java,../data/formatted/debugged_codes_f_c/Array Nesting_value.java,value,,,,,0.8893915466149394,0.9171936671462255,0.027802120531286167
Array of Doubled Pairs_condition,../data/formatted/buggy_codes/Array of Doubled Pairs_condition.java,../data/formatted/correct_codes/Array of Doubled Pairs.java,../data/formatted/debugged_codes_f_c/Array of Doubled Pairs_condition.java,condition,,,,,0.9399911295155801,0.878932557848268,-0.0610585716673121
Array Partition_operation,../data/formatted/buggy_codes/Array Partition_operation.java,../data/formatted/correct_codes/Array Partition.java,../data/formatted/debugged_codes_f_c/Array Partition_operation.java,operation,,,,,0.8881786835148744,0.19333142001488762,-0.6948472634999867
Array With Elements Not Equal to Average of Neighbors_condition,../data/formatted/buggy_codes/Array With Elements Not Equal to Average of Neighbors_condition.java,../data/formatted/correct_codes/Array With Elements Not Equal to Average of Neighbors.java,../data/formatted/debugged_codes_f_c/Array With Elements Not Equal to Average of Neighbors_condition.java,condition,,,,,0.8142882370906794,0.4409600257038163,-0.3733282113868631
As Far from Land as Possible_character,../data/formatted/buggy_codes/As Far from Land as Possible_character.java,../data/formatted/correct_codes/As Far from Land as Possible.java,../data/formatted/debugged_codes_f_c/As Far from Land as Possible_character.java,character,,,,,0.9429668917589973,0.8746041821609427,-0.06836270959805457
Assign Cookies_condition,../data/formatted/buggy_codes/Assign Cookies_condition.java,../data/formatted/correct_codes/Assign Cookies.java,../data/formatted/debugged_codes_f_c/Assign Cookies_condition.java,condition,,,,,0.8708312420004778,0.8689197329271647,-0.0019115090733130558
Asteroid Collision_index,../data/formatted/buggy_codes/Asteroid Collision_index.java,../data/formatted/correct_codes/Asteroid Collision.java,../data/formatted/debugged_codes_f_c/Asteroid Collision_index.java,index,,,,,0.8857674235174862,0.8255043733994244,-0.06026305011806177
Available Captures for Rook_operation,../data/formatted/buggy_codes/Available Captures for Rook_operation.java,../data/formatted/correct_codes/Available Captures for Rook.java,../data/formatted/debugged_codes_f_c/Available Captures for Rook_operation.java,operation,,,,,0.8595672954689162,0.7557059052146553,-0.10386139025426089
Average of Levels in Binary Tree_nobug,../data/formatted/buggy_codes/Average of Levels in Binary Tree_nobug.java,../data/formatted/correct_codes/Average of Levels in Binary Tree.java,../data/formatted/debugged_codes_f_c/Average of Levels in Binary Tree_nobug.java,nobug,,,,,0.931910377284328,0.12636310990670327,-0.8055472673776247
Average Salary Excluding the Minimum and Maximum Salary_nobug,../data/formatted/buggy_codes/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,../data/formatted/correct_codes/Average Salary Excluding the Minimum and Maximum Salary.java,../data/formatted/debugged_codes_f_c/Average Salary Excluding the Minimum and Maximum Salary_nobug.java,nobug,,,,,0.9524357103042476,0.8123773956333865,-0.14005831467086105
Average Waiting Time_value,../data/formatted/buggy_codes/Average Waiting Time_value.java,../data/formatted/correct_codes/Average Waiting Time.java,../data/formatted/debugged_codes_f_c/Average Waiting Time_value.java,value,,,,,0.933414331840658,0.835293658990155,-0.09812067285050308
Avoid Flood in The City_operation,../data/formatted/buggy_codes/Avoid Flood in The City_operation.java,../data/formatted/correct_codes/Avoid Flood in The City.java,../data/formatted/debugged_codes_f_c/Avoid Flood in The City_operation.java,operation,,,,,0.8900967468571219,0.8937496209567979,0.0036528740996759623
Backspace String Compare_operation,../data/formatted/buggy_codes/Backspace String Compare_operation.java,../data/formatted/correct_codes/Backspace String Compare.java,../data/formatted/debugged_codes_f_c/Backspace String Compare_operation.java,operation,,,,,0.8809889085267792,0.6278340903720969,-0.2531548181546823
Bag of Tokens_character,../data/formatted/buggy_codes/Bag of Tokens_character.java,../data/formatted/correct_codes/Bag of Tokens.java,../data/formatted/debugged_codes_f_c/Bag of Tokens_character.java,character,,,,,0.8916166887921168,0.8783176325322666,-0.013299056259850173
Balance a Binary Search Tree_nobug,../data/formatted/buggy_codes/Balance a Binary Search Tree_nobug.java,../data/formatted/correct_codes/Balance a Binary Search Tree.java,../data/formatted/debugged_codes_f_c/Balance a Binary Search Tree_nobug.java,nobug,,,,,0.9152315856461926,0.11979729766692473,-0.7954342879792679
Balanced Binary Tree_operation,../data/formatted/buggy_codes/Balanced Binary Tree_operation.java,../data/formatted/correct_codes/Balanced Binary Tree.java,../data/formatted/debugged_codes_f_c/Balanced Binary Tree_operation.java,operation,,,,,0.9423207438988412,0.19931039740948253,-0.7430103464893587
Base 7_nobug,../data/formatted/buggy_codes/Base 7_nobug.java,../data/formatted/correct_codes/Base 7.java,../data/formatted/debugged_codes_f_c/Base 7_nobug.java,nobug,,,,,0.8849326222958849,0.8849326222958849,0.0
Baseball Game_character,../data/formatted/buggy_codes/Baseball Game_character.java,../data/formatted/correct_codes/Baseball Game.java,../data/formatted/debugged_codes_f_c/Baseball Game_character.java,character,,,,,0.8057393180857849,0.8553996935165613,0.04966037543077639
Basic Calculator II_index,../data/formatted/buggy_codes/Basic Calculator II_index.java,../data/formatted/correct_codes/Basic Calculator II.java,../data/formatted/debugged_codes_f_c/Basic Calculator II_index.java,index,,,,,0.9128910357939595,0.8568416425647116,-0.056049393229247846
Basic Calculator IV_index,../data/formatted/buggy_codes/Basic Calculator IV_index.java,../data/formatted/correct_codes/Basic Calculator IV.java,../data/formatted/debugged_codes_f_c/Basic Calculator IV_index.java,index,,,,,0.903148346717677,0.6041375958289442,-0.29901075088873275
Basic Calculator_operation,../data/formatted/buggy_codes/Basic Calculator_operation.java,../data/formatted/correct_codes/Basic Calculator.java,../data/formatted/debugged_codes_f_c/Basic Calculator_operation.java,operation,,,,,0.9450987605265313,0.9550369076948937,0.009938147168362388
Battleships in a Board_condition,../data/formatted/buggy_codes/Battleships in a Board_condition.java,../data/formatted/correct_codes/Battleships in a Board.java,../data/formatted/debugged_codes_f_c/Battleships in a Board_condition.java,condition,,,,,0.9074300256301315,0.92599580537169,0.018565779741558486
Beautiful Arrangement II_index,../data/formatted/buggy_codes/Beautiful Arrangement II_index.java,../data/formatted/correct_codes/Beautiful Arrangement II.java,../data/formatted/debugged_codes_f_c/Beautiful Arrangement II_index.java,index,,,,,0.8770745644490895,0.18118134356967042,-0.6958932208794191
Beautiful Arrangement_character,../data/formatted/buggy_codes/Beautiful Arrangement_character.java,../data/formatted/correct_codes/Beautiful Arrangement.java,../data/formatted/debugged_codes_f_c/Beautiful Arrangement_character.java,character,,,,,0.9333789384880933,0.9495054446985779,0.016126506210484615
Best Poker Hand_index,../data/formatted/buggy_codes/Best Poker Hand_index.java,../data/formatted/correct_codes/Best Poker Hand.java,../data/formatted/debugged_codes_f_c/Best Poker Hand_index.java,index,,,,,0.8969099490858226,0.837259021841385,-0.059650927244437546
Best Position for a Service Centre_value,../data/formatted/buggy_codes/Best Position for a Service Centre_value.java,../data/formatted/correct_codes/Best Position for a Service Centre.java,../data/formatted/debugged_codes_f_c/Best Position for a Service Centre_value.java,value,,,,,0.9496124118152651,0.0782437681798096,-0.8713686436354555
Best Sightseeing Pair_operation,../data/formatted/buggy_codes/Best Sightseeing Pair_operation.java,../data/formatted/correct_codes/Best Sightseeing Pair.java,../data/formatted/debugged_codes_f_c/Best Sightseeing Pair_operation.java,operation,,,,,0.9229139658293279,0.8485867222173181,-0.07432724361200982
Best Team With No Conflicts_index,../data/formatted/buggy_codes/Best Team With No Conflicts_index.java,../data/formatted/correct_codes/Best Team With No Conflicts.java,../data/formatted/debugged_codes_f_c/Best Team With No Conflicts_index.java,index,,,,,0.9413512828398154,0.9511993765585485,0.009848093718733075
Best Time to Buy and Sell Stock III_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock III_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock III.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock III_index.java,index,,,,,0.9004756092786944,0.7726546641991545,-0.1278209450795399
Best Time to Buy and Sell Stock II_index,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock II_index.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock II.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock II_index.java,index,,,,,0.8828341233818071,0.9312431433079822,0.04840901992617508
Best Time to Buy and Sell Stock IV_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock IV_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock IV.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock IV_condition.java,condition,,,,,0.9384320957921579,0.8682769034338744,-0.07015519235828349
Best Time to Buy and Sell Stock with Cooldown_operation,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Cooldown_operation.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Cooldown.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock with Cooldown_operation.java,operation,,,,,0.9268133242570965,0.8177441982730193,-0.10906912598407725
Best Time to Buy and Sell Stock with Transaction Fee_character,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock with Transaction Fee_character.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock with Transaction Fee.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock with Transaction Fee_character.java,character,,,,,0.9221791968855758,0.9559980788937463,0.033818882008170514
Best Time to Buy and Sell Stock_condition,../data/formatted/buggy_codes/Best Time to Buy and Sell Stock_condition.java,../data/formatted/correct_codes/Best Time to Buy and Sell Stock.java,../data/formatted/debugged_codes_f_c/Best Time to Buy and Sell Stock_condition.java,condition,,,,,0.8790720647172545,0.8802615463243011,0.001189481607046572
Binary Gap_operation,../data/formatted/buggy_codes/Binary Gap_operation.java,../data/formatted/correct_codes/Binary Gap.java,../data/formatted/debugged_codes_f_c/Binary Gap_operation.java,operation,,,,,0.9137985716573547,0.9335480379469083,0.019749466289553652
Binary Number with Alternating Bits_value,../data/formatted/buggy_codes/Binary Number with Alternating Bits_value.java,../data/formatted/correct_codes/Binary Number with Alternating Bits.java,../data/formatted/debugged_codes_f_c/Binary Number with Alternating Bits_value.java,value,,,,,0.9081217168041366,0.9612347764556135,0.053113059651476946
Binary Prefix Divisible By 5_operation,../data/formatted/buggy_codes/Binary Prefix Divisible By 5_operation.java,../data/formatted/correct_codes/Binary Prefix Divisible By 5.java,../data/formatted/debugged_codes_f_c/Binary Prefix Divisible By 5_operation.java,operation,,,,,0.8502269578285235,0.8183684509182789,-0.03185850691024461
Binary Search Tree Iterator_nobug,../data/formatted/buggy_codes/Binary Search Tree Iterator_nobug.java,../data/formatted/correct_codes/Binary Search Tree Iterator.java,../data/formatted/debugged_codes_f_c/Binary Search Tree Iterator_nobug.java,nobug,,,,,0.8079423629419148,0.16806752519058077,-0.639874837751334
Binary Search Tree to Greater Sum Tree_character,../data/formatted/buggy_codes/Binary Search Tree to Greater Sum Tree_character.java,../data/formatted/correct_codes/Binary Search Tree to Greater Sum Tree.java,../data/formatted/debugged_codes_f_c/Binary Search Tree to Greater Sum Tree_character.java,character,,,,,0.739012405057996,0.8108430518401564,0.07183064678216033
Binary Search_index,../data/formatted/buggy_codes/Binary Search_index.java,../data/formatted/correct_codes/Binary Search.java,../data/formatted/debugged_codes_f_c/Binary Search_index.java,index,,,,,0.9117121476185976,0.9390490948049632,0.02733694718636559
Binary String With Substrings Representing 1 To N_condition,../data/formatted/buggy_codes/Binary String With Substrings Representing 1 To N_condition.java,../data/formatted/correct_codes/Binary String With Substrings Representing 1 To N.java,../data/formatted/debugged_codes_f_c/Binary String With Substrings Representing 1 To N_condition.java,condition,,,,,0.8788840545418012,0.8904549694095313,0.011570914867730098
Binary Subarrays With Sum_character,../data/formatted/buggy_codes/Binary Subarrays With Sum_character.java,../data/formatted/correct_codes/Binary Subarrays With Sum.java,../data/formatted/debugged_codes_f_c/Binary Subarrays With Sum_character.java,character,,,,,0.8735293384353628,0.9224392168276788,0.048909878392315975
Binary Tree Cameras_character,../data/formatted/buggy_codes/Binary Tree Cameras_character.java,../data/formatted/correct_codes/Binary Tree Cameras.java,../data/formatted/debugged_codes_f_c/Binary Tree Cameras_character.java,character,,,,,0.8977656669196128,0.8104094954456708,-0.08735617147394203
Binary Tree Coloring Game_nobug,../data/formatted/buggy_codes/Binary Tree Coloring Game_nobug.java,../data/formatted/correct_codes/Binary Tree Coloring Game.java,../data/formatted/debugged_codes_f_c/Binary Tree Coloring Game_nobug.java,nobug,,,,,0.9279545516616755,0.9279545516616755,0.0
Binary Tree Inorder Traversal_operation,../data/formatted/buggy_codes/Binary Tree Inorder Traversal_operation.java,../data/formatted/correct_codes/Binary Tree Inorder Traversal.java,../data/formatted/debugged_codes_f_c/Binary Tree Inorder Traversal_operation.java,operation,,,,,0.8303221405580291,0.034937459662129605,-0.7953846808958995
Binary Tree Level Order Traversal II_character,../data/formatted/buggy_codes/Binary Tree Level Order Traversal II_character.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal II.java,../data/formatted/debugged_codes_f_c/Binary Tree Level Order Traversal II_character.java,character,,,,,0.8568202800635883,0.8675569560624736,0.010736675998885281
Binary Tree Level Order Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Level Order Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Level Order Traversal.java,../data/formatted/debugged_codes_f_c/Binary Tree Level Order Traversal_nobug.java,nobug,,,,,0.8766662207296476,0.8644420297239818,-0.012224191005665852
Binary Tree Maximum Path Sum_value,../data/formatted/buggy_codes/Binary Tree Maximum Path Sum_value.java,../data/formatted/correct_codes/Binary Tree Maximum Path Sum.java,../data/formatted/debugged_codes_f_c/Binary Tree Maximum Path Sum_value.java,value,,,,,0.8869323989390177,0.19305589621114191,-0.6938765027278757
Binary Tree Postorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Postorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Postorder Traversal.java,../data/formatted/debugged_codes_f_c/Binary Tree Postorder Traversal_nobug.java,nobug,,,,,0.8015522756621222,0.8015522756621222,0.0
Binary Tree Preorder Traversal_nobug,../data/formatted/buggy_codes/Binary Tree Preorder Traversal_nobug.java,../data/formatted/correct_codes/Binary Tree Preorder Traversal.java,../data/formatted/debugged_codes_f_c/Binary Tree Preorder Traversal_nobug.java,nobug,,,,,0.8459913994125209,0.7936929342961467,-0.05229846511637415
Binary Tree Pruning_character,../data/formatted/buggy_codes/Binary Tree Pruning_character.java,../data/formatted/correct_codes/Binary Tree Pruning.java,../data/formatted/debugged_codes_f_c/Binary Tree Pruning_character.java,character,,,,,0.9152403446369404,0.9364548993895555,0.021214554752615133
Binary Tree Right Side View_nobug,../data/formatted/buggy_codes/Binary Tree Right Side View_nobug.java,../data/formatted/correct_codes/Binary Tree Right Side View.java,../data/formatted/debugged_codes_f_c/Binary Tree Right Side View_nobug.java,nobug,,,,,0.8567311194018841,0.6190471505115479,-0.23768396889033616
Binary Tree Tilt_nobug,../data/formatted/buggy_codes/Binary Tree Tilt_nobug.java,../data/formatted/correct_codes/Binary Tree Tilt.java,../data/formatted/debugged_codes_f_c/Binary Tree Tilt_nobug.java,nobug,,,,,0.9041206804745409,0.6918341230737688,-0.21228655740077207
Binary Tree Zigzag Level Order Traversal_condition,../data/formatted/buggy_codes/Binary Tree Zigzag Level Order Traversal_condition.java,../data/formatted/correct_codes/Binary Tree Zigzag Level Order Traversal.java,../data/formatted/debugged_codes_f_c/Binary Tree Zigzag Level Order Traversal_condition.java,condition,,,,,0.8440425213630343,0.8556797061948421,0.011637184831807867
Binary Trees With Factors_nobug,../data/formatted/buggy_codes/Binary Trees With Factors_nobug.java,../data/formatted/correct_codes/Binary Trees With Factors.java,../data/formatted/debugged_codes_f_c/Binary Trees With Factors_nobug.java,nobug,,,,,0.9127491520095886,0.2775095650709647,-0.6352395869386239
Bitwise AND of Numbers Range_condition,../data/formatted/buggy_codes/Bitwise AND of Numbers Range_condition.java,../data/formatted/correct_codes/Bitwise AND of Numbers Range.java,../data/formatted/debugged_codes_f_c/Bitwise AND of Numbers Range_condition.java,condition,,,,,0.8167578997711802,0.799276354537831,-0.017481545233349216
